vector_text
"Medicine: Medicine_Name (Medicine_Category, Dosage_Form, Price: Strength_mg, Availability: Classification, Manufacturer: Manufacturer). Animal: Animal_Type (Breed, Age: Age, Gender: Gender, Weight: Weight). Symptoms: all_symptoms. Disease: Disease. Temperature: Body_Temperature°C, Score: Heart_Rate."
"Medicine: acetocillin (analgesic, tablet, Price: 716.0, Availability: prescription, Manufacturer: novartis ag). Animal: cat (persian, Age: 8, Gender: male, Weight: 4.6). Symptoms: appetite loss, vomiting, eye discharge, lethargy. Disease: conjunctivitis. Temperature: 39.0°C, Score: 140."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (flemish giant, Age: 5, Gender: female, Weight: 6.8). Symptoms: lethargy, appetite loss, weight loss, diarrhea. Disease: gastrointestinal stasis. Temperature: 39.0°C, Score: 150."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (mini lop, Age: 1, Gender: female, Weight: 1.2). Symptoms: nasal discharge, loss of appetite, lethargy, sneezing. Disease: myxomatosis. Temperature: 38.7°C, Score: 155."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (english angora, Age: 2, Gender: male, Weight: 1.5). Symptoms: sneezing, nasal discharge, loss of appetite, fever. Disease: myxomatosis. Temperature: 38.9°C, Score: 153."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (mini rex, Age: 1, Gender: female, Weight: 1.1). Symptoms: sneezing, loss of appetite, fever, nasal discharge. Disease: myxomatosis. Temperature: 38.7°C, Score: 160."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (mini lop, Age: 1, Gender: female, Weight: 1.0). Symptoms: sneezing, loss of appetite, nasal discharge, fever. Disease: myxomatosis. Temperature: 38.8°C, Score: 158."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (mini rex, Age: 1, Gender: female, Weight: 1.2). Symptoms: nasal discharge, lethargy, loss of appetite, sneezing. Disease: pasteurellosis. Temperature: 38.7°C, Score: 165."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (english angora, Age: 3, Gender: male, Weight: 1.4). Symptoms: sneezing, nasal discharge, loss of appetite, fever. Disease: pasteurellosis. Temperature: 38.9°C, Score: 148."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (himalayan, Age: 4, Gender: female, Weight: 1.6). Symptoms: sneezing, loss of appetite, nasal discharge, fever. Disease: pasteurellosis. Temperature: 39.0°C, Score: 145."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (mini rex, Age: 2, Gender: female, Weight: 1.5). Symptoms: sneezing, loss of appetite, nasal discharge, fever. Disease: pneumonia. Temperature: 39.1°C, Score: 130."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (himalayan, Age: 2, Gender: female, Weight: 1.1). Symptoms: sneezing, loss of appetite, nasal discharge, fever. Disease: rabbit calicivirus. Temperature: 38.8°C, Score: 150."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (himalayan, Age: 2, Gender: male, Weight: 1.6). Symptoms: nasal discharge, sneezing, lethargy, appetite loss. Disease: rabbit hemorrhagic disease. Temperature: 38.5°C, Score: 150."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (himalayan, Age: 2, Gender: male, Weight: 1.2). Symptoms: sneezing, loss of appetite, fever, nasal discharge. Disease: rabbit hemorrhagic disease. Temperature: 38.8°C, Score: 154."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (himalayan, Age: 2, Gender: male, Weight: 1.2). Symptoms: sneezing, loss of appetite, nasal discharge, fever. Disease: rabbit hemorrhagic disease. Temperature: 38.7°C, Score: 155."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (mini rex, Age: 1, Gender: female, Weight: 1.2). Symptoms: sneezing, nasal discharge, loss of appetite, fever. Disease: rabbit hemorrhagic disease. Temperature: 39.0°C, Score: 130."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (holland lop, Age: 3, Gender: male, Weight: 1.3). Symptoms: nasal discharge, loss of appetite, lethargy, fever. Disease: rabbit syphilis. Temperature: 38.6°C, Score: 160."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (english spot, Age: 2, Gender: female, Weight: 1.3). Symptoms: sneezing, nasal discharge, loss of appetite, fever. Disease: rabbit syphilis. Temperature: 38.8°C, Score: 155."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (holland lop, Age: 1, Gender: male, Weight: 1.0). Symptoms: sneezing, loss of appetite, nasal discharge, fever. Disease: rabbit syphilis. Temperature: 38.9°C, Score: 153."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (english angora, Age: 4, Gender: female, Weight: 2.1). Symptoms: sneezing, nasal discharge, weight loss, lethargy. Disease: rabbit viral hemorrhagic disease. Temperature: 38.6°C, Score: 150."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (dutch, Age: 2, Gender: male, Weight: 1.8). Symptoms: sneezing, nasal discharge, loss of appetite, fever. Disease: rabbit viral hemorrhagic disease. Temperature: 39.0°C, Score: 150."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (himalayan, Age: 2, Gender: male, Weight: 1.8). Symptoms: sneezing, loss of appetite, nasal discharge, fever. Disease: rabbit viral hemorrhagic disease. Temperature: 39.2°C, Score: 130."
"Medicine: metonazole (antiseptic, drops, Price: 25.0, Availability: prescription, Manufacturer: pfizer inc.). Animal: rabbit (himalayan, Age: 3, Gender: male, Weight: 1.9). Symptoms: sneezing, eye discharge, nasal discharge, lethargy. Disease: respiratory infection. Temperature: 38.4°C, Score: 160."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (english angora, Age: 1, Gender: female, Weight: 2.0). Symptoms: sneezing, loss of appetite, nasal discharge, fever. Disease: respiratory infection. Temperature: 39.2°C, Score: 120."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (english angora, Age: 2, Gender: male, Weight: 1.9). Symptoms: sneezing, loss of appetite, nasal discharge, fever. Disease: ringworm. Temperature: 39.1°C, Score: 150."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (holland lop, Age: 3, Gender: female, Weight: 1.8). Symptoms: sneezing, nasal discharge, loss of appetite, lethargy. Disease: snuffles. Temperature: 38.6°C, Score: 160."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (dutch, Age: 2, Gender: female, Weight: 1.4). Symptoms: sneezing, nasal discharge, lethargy, loss of appetite. Disease: upper respiratory infection. Temperature: 38.8°C, Score: 155."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: rabbit (himalayan, Age: 2, Gender: male, Weight: 1.5). Symptoms: sneezing, loss of appetite, nasal discharge, fever. Disease: viral hemorrhagic disease. Temperature: 39.2°C, Score: 130."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (corriedale, Age: 4, Gender: female, Weight: 95.0). Symptoms: swollen joints, coughing, loss of appetite, lethargy. Disease: blue tongue. Temperature: 39.1°C, Score: 76."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (blackface, Age: 4, Gender: male, Weight: 95.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: blue tongue disease. Temperature: 39.3°C, Score: 77."
"Medicine: metonazole (antiseptic, drops, Price: 25.0, Availability: prescription, Manufacturer: pfizer inc.). Animal: sheep (texel, Age: 4, Gender: female, Weight: 85.0). Symptoms: lameness, swollen joints, loss of appetite, diarrhea. Disease: blue tongue virus. Temperature: 39.3°C, Score: 76."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (cheviot, Age: 4, Gender: male, Weight: 85.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: blue tongue virus. Temperature: 39.3°C, Score: 95."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (suffolk, Age: 4, Gender: male, Weight: 110.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: bluetongue. Temperature: 39.3°C, Score: 77."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (tunis, Age: 4, Gender: male, Weight: 95.0). Symptoms: swollen joints, coughing, loss of appetite, lethargy. Disease: bluetongue virus. Temperature: 39.2°C, Score: 76."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (suffolk, Age: 7, Gender: male, Weight: 130.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: bluetongue virus. Temperature: 39.3°C, Score: 85."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (suffolk, Age: 6, Gender: male, Weight: 90.0). Symptoms: swollen joints, loss of appetite, lethargy, coughing. Disease: caseous lymphadenitis. Temperature: 39.4°C, Score: 78."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (border leicester, Age: 5, Gender: male, Weight: 90.0). Symptoms: lethargy, nasal discharge, swollen joints, loss of appetite. Disease: chlamydia in sheep. Temperature: 39.7°C, Score: 74."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (leicester longwool, Age: 6, Gender: male, Weight: 95.0). Symptoms: swollen joints, loss of appetite, coughing, lethargy. Disease: chlamydia in sheep. Temperature: 39.4°C, Score: 74."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (suffolk, Age: 4, Gender: male, Weight: 85.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: contagious abortion. Temperature: 39.4°C, Score: 78."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (southdown, Age: 6, Gender: female, Weight: 80.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: contagious ecthyma. Temperature: 39.3°C, Score: 74."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (dorset, Age: 3, Gender: male, Weight: 75.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: foot and mouth disease. Temperature: 39.1°C, Score: 77."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (suffolk, Age: 5, Gender: female, Weight: 90.0). Symptoms: coughing, lethargy, loss of appetite, fever. Disease: foot and mouth disease. Temperature: 39.2°C, Score: 72."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (cheviot, Age: 5, Gender: male, Weight: 85.0). Symptoms: weight loss, reduced wool production, lethargy, loss of appetite. Disease: foot-and-mouth disease. Temperature: 39.2°C, Score: 79."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (cheviot, Age: 3, Gender: female, Weight: 75.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: foot-and-mouth disease. Temperature: 39.3°C, Score: 77."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (lincoln, Age: 8, Gender: male, Weight: 95.0). Symptoms: lethargy, swollen joints, fever, loss of appetite. Disease: footrot. Temperature: 39.9°C, Score: 75."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (romney, Age: 5, Gender: female, Weight: 90.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: maedi-visna. Temperature: 39.1°C, Score: 75."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (dorper, Age: 6, Gender: male, Weight: 65.0). Symptoms: coughing, labored breathing, nasal discharge, appetite loss. Disease: pasteurellosis. Temperature: 39.9°C, Score: 80."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (merino, Age: 4, Gender: male, Weight: 75.0). Symptoms: coughing, labored breathing, nasal discharge, fever. Disease: pneumonia. Temperature: 40.0°C, Score: 78."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (suffolk, Age: 3, Gender: female, Weight: 80.0). Symptoms: weight loss, lethargy, loss of appetite, reduced wool growth. Disease: scrapie. Temperature: 39.8°C, Score: 77."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (romney, Age: 6, Gender: female, Weight: 78.0). Symptoms: weight loss, lethargy, loss of appetite, swollen joints. Disease: scrapie. Temperature: 39.7°C, Score: 76."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (finnsheep, Age: 4, Gender: male, Weight: 70.0). Symptoms: coughing, lethargy, loss of appetite, swollen joints. Disease: scrapie. Temperature: 39.0°C, Score: 75."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (karakul, Age: 5, Gender: male, Weight: 80.0). Symptoms: swollen joints, coughing, loss of appetite, lethargy. Disease: scrapie. Temperature: 39.4°C, Score: 75."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (rambouillet, Age: 5, Gender: female, Weight: 90.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: scrapie. Temperature: 39.3°C, Score: 78."
"Medicine: metonazole (antipyretic, drops, Price: 116.0, Availability: prescription, Manufacturer: roche holding ag). Animal: sheep (suffolk, Age: 6, Gender: female, Weight: 120.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: scrapie disease. Temperature: 39.5°C, Score: 80."
"Medicine: metophen (analgesic, ointment, Price: 747.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (persian, Age: 8, Gender: male, Weight: 4.6). Symptoms: appetite loss, vomiting, eye discharge, lethargy. Disease: conjunctivitis. Temperature: 39.0°C, Score: 140."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (russian blue, Age: 2, Gender: male, Weight: 6.0). Symptoms: nasal discharge, loss of appetite, coughing, fever. Disease: feline asthma. Temperature: 39.0°C, Score: 145."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (persian, Age: 4, Gender: female, Weight: 7.0). Symptoms: coughing, loss of appetite, nasal discharge, fever. Disease: feline asthma. Temperature: 39.0°C, Score: 130."
"Medicine: metophen (antiseptic, tablet, Price: 404.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (ragdoll, Age: 4, Gender: female, Weight: 5.0). Symptoms: eye discharge, nasal discharge, coughing, lethargy. Disease: feline calicivirus. Temperature: 38.6°C, Score: 148."
"Medicine: metophen (antiseptic, tablet, Price: 404.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (siberian, Age: 2, Gender: male, Weight: 5.5). Symptoms: coughing, sneezing, nasal discharge, eye discharge. Disease: feline calicivirus. Temperature: 38.6°C, Score: 144."
"Medicine: metophen (antiseptic, tablet, Price: 404.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (abyssinian, Age: 4, Gender: male, Weight: 4.5). Symptoms: eye discharge, lethargy, nasal discharge, sneezing. Disease: feline calicivirus. Temperature: 38.8°C, Score: 140."
"Medicine: metophen (antiseptic, tablet, Price: 404.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (siamese, Age: 6, Gender: male, Weight: 4.2). Symptoms: coughing, sneezing, eye discharge, lethargy. Disease: feline calicivirus. Temperature: 38.7°C, Score: 140."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (bengal, Age: 3, Gender: male, Weight: 5.5). Symptoms: nasal discharge, coughing, sneezing, lethargy. Disease: feline calicivirus. Temperature: 38.9°C, Score: 140."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (burmese, Age: 4, Gender: male, Weight: 4.3). Symptoms: nasal discharge, coughing, loss of appetite, lethargy. Disease: feline calicivirus. Temperature: 39.0°C, Score: 150."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (bengal, Age: 3, Gender: male, Weight: 5.0). Symptoms: nasal discharge, coughing, loss of appetite, fever. Disease: feline calicivirus. Temperature: 39.0°C, Score: 140."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (persian, Age: 3, Gender: female, Weight: 5.0). Symptoms: coughing, sneezing, nasal discharge, fever. Disease: feline calicivirus. Temperature: 39.1°C, Score: 110."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (scottish fold, Age: 4, Gender: male, Weight: 4.8). Symptoms: coughing, loss of appetite, fever, lethargy. Disease: feline chlamydia. Temperature: 38.8°C, Score: 147."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (burmese, Age: 4, Gender: female, Weight: 7.5). Symptoms: coughing, loss of appetite, nasal discharge, fever. Disease: feline chlamydiosis. Temperature: 39.0°C, Score: 140."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (persian, Age: 6, Gender: female, Weight: 4.2). Symptoms: nasal discharge, loss of appetite, lethargy, fever. Disease: feline coronavirus. Temperature: 39.1°C, Score: 148."
"Medicine: metophen (antiseptic, tablet, Price: 404.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (russian blue, Age: 2, Gender: female, Weight: 4.5). Symptoms: coughing, nasal discharge, eye discharge, sneezing. Disease: feline herpesvirus. Temperature: 38.8°C, Score: 150."
"Medicine: metophen (antiseptic, tablet, Price: 404.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (siamese, Age: 2, Gender: female, Weight: 4.0). Symptoms: sneezing, eye discharge, appetite loss, lethargy. Disease: feline herpesvirus. Temperature: 39.0°C, Score: 135."
"Medicine: metophen (antiseptic, tablet, Price: 404.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (manx, Age: 4, Gender: female, Weight: 3.3). Symptoms: eye discharge, nasal discharge, sneezing, coughing. Disease: feline herpesvirus. Temperature: 38.5°C, Score: 138."
"Medicine: metophen (antiseptic, tablet, Price: 404.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (persian, Age: 5, Gender: male, Weight: 5.0). Symptoms: eye discharge, nasal discharge, sneezing, lethargy. Disease: feline herpesvirus. Temperature: 38.9°C, Score: 148."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (bengal, Age: 3, Gender: female, Weight: 6.0). Symptoms: nasal discharge, loss of appetite, coughing, fever. Disease: feline herpesvirus. Temperature: 39.1°C, Score: 145."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (maine coon, Age: 6, Gender: male, Weight: 9.0). Symptoms: coughing, loss of appetite, nasal discharge, fever. Disease: feline herpesvirus. Temperature: 39.4°C, Score: 140."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (bengal, Age: 4, Gender: male, Weight: 7.0). Symptoms: coughing, loss of appetite, nasal discharge, fever. Disease: feline immunodeficiency virus. Temperature: 39.1°C, Score: 135."
"Medicine: metophen (analgesic, ointment, Price: 747.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (maine coon, Age: 6, Gender: female, Weight: 7.5). Symptoms: appetite loss, vomiting, diarrhea, skin lesions. Disease: feline infectious peritonitis. Temperature: 38.9°C, Score: 145."
"Medicine: metophen (analgesic, ointment, Price: 747.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (sphynx, Age: 4, Gender: male, Weight: 5.2). Symptoms: vomiting, diarrhea, loss of appetite, lethargy. Disease: feline infectious peritonitis. Temperature: 39.1°C, Score: 148."
"Medicine: metophen (analgesic, ointment, Price: 747.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (maine coon, Age: 3, Gender: male, Weight: 7.5). Symptoms: lethargy, vomiting, loss of appetite, diarrhea. Disease: feline infectious peritonitis. Temperature: 39.1°C, Score: 148."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (siamese, Age: 6, Gender: male, Weight: 5.5). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: feline infectious peritonitis. Temperature: 39.0°C, Score: 149."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (scottish fold, Age: 5, Gender: female, Weight: 4.7). Symptoms: nasal discharge, coughing, loss of appetite, fever. Disease: feline infectious peritonitis. Temperature: 38.9°C, Score: 150."
"Medicine: metophen (analgesic, ointment, Price: 747.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (persian, Age: 4, Gender: female, Weight: 7.0). Symptoms: vomiting, loss of appetite, lethargy, fever. Disease: feline infectious peritonitis. Temperature: 39.1°C, Score: 125."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (siamese, Age: 3, Gender: female, Weight: 7.0). Symptoms: coughing, loss of appetite, nasal discharge, fever. Disease: feline infectious peritonitis. Temperature: 39.0°C, Score: 140."
"Medicine: metophen (analgesic, ointment, Price: 747.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (ragdoll, Age: 6, Gender: male, Weight: 6.0). Symptoms: appetite loss, weight loss, vomiting, lethargy. Disease: feline leukemia. Temperature: 39.0°C, Score: 160."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (maine coon, Age: 6, Gender: female, Weight: 10.0). Symptoms: coughing, loss of appetite, nasal discharge, fever. Disease: feline leukemia. Temperature: 39.1°C, Score: 145."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (siamese, Age: 4, Gender: female, Weight: 4.2). Symptoms: nasal discharge, lethargy, loss of appetite, fever. Disease: feline leukemia virus. Temperature: 38.8°C, Score: 145."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (russian blue, Age: 3, Gender: female, Weight: 4.8). Symptoms: nasal discharge, coughing, loss of appetite, lethargy. Disease: feline leukemia virus. Temperature: 38.9°C, Score: 145."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (abyssinian, Age: 3, Gender: male, Weight: 4.6). Symptoms: nasal discharge, coughing, loss of appetite, fever. Disease: feline leukemia virus. Temperature: 39.0°C, Score: 142."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (siberian, Age: 5, Gender: male, Weight: 11.0). Symptoms: coughing, loss of appetite, nasal discharge, fever. Disease: feline leukemia virus. Temperature: 39.2°C, Score: 140."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (maine coon, Age: 4, Gender: male, Weight: 10.0). Symptoms: vomiting, loss of appetite, lethargy, fever. Disease: feline leukemia virus. Temperature: 39.0°C, Score: 140."
"Medicine: metophen (analgesic, ointment, Price: 747.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (bengal, Age: 3, Gender: female, Weight: 4.2). Symptoms: lethargy, vomiting, diarrhea, dehydration. Disease: feline panleukopenia. Temperature: 39.1°C, Score: 145."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (bengal, Age: 3, Gender: female, Weight: 8.0). Symptoms: nasal discharge, loss of appetite, coughing, fever. Disease: feline panleukopenia. Temperature: 39.0°C, Score: 145."
"Medicine: metophen (analgesic, ointment, Price: 747.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (bengal, Age: 4, Gender: male, Weight: 10.0). Symptoms: vomiting, loss of appetite, lethargy, fever. Disease: feline panleukopenia. Temperature: 39.2°C, Score: 145."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (maine coon, Age: 5, Gender: male, Weight: 8.0). Symptoms: coughing, loss of appetite, nasal discharge, fever. Disease: feline panleukopenia virus. Temperature: 39.0°C, Score: 135."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (maine coon, Age: 9, Gender: male, Weight: 6.5). Symptoms: lethargy, appetite loss, weight loss, dehydration. Disease: feline renal disease. Temperature: 39.0°C, Score: 140."
"Medicine: metophen (antiseptic, tablet, Price: 404.0, Availability: prescription, Manufacturer: astrazeneca plc). Animal: cat (maine coon, Age: 5, Gender: male, Weight: 5.2). Symptoms: nasal discharge, eye discharge, sneezing, lethargy. Disease: feline respiratory disease complex. Temperature: 38.8°C, Score: 140."
"Medicine: metophen (antipyretic, capsule, Price: 700.0, Availability: over-the-counter, Manufacturer: glaxosmithkline plc). Animal: cat (abyssinian, Age: 5, Gender: male, Weight: 4.5). Symptoms: coughing, loss of appetite, nasal discharge, fever. Disease: feline respiratory disease complex. Temperature: 39.0°C, Score: 140."
