Medicine_Name,Medicine_Category,Dosage_Form,Strength_mg,Classification,Manufacturer,Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,All_Symptoms,Disease,Body_Temperature,Heart_Rate
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,suffolk,4,male,110.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bluetongue,39.3,77
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,tunis,4,male,95.0,swollen joints,coughing,loss of appetite,lethargy,"swollen joints, coughing, loss of appetite, lethargy",bluetongue virus,39.2,76
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,suffolk,7,male,130.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bluetongue virus,39.3,85
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,suffolk,6,male,90.0,swollen joints,loss of appetite,lethargy,coughing,"swollen joints, loss of appetite, lethargy, coughing",caseous lymphadenitis,39.4,78
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,border leicester,5,male,90.0,lethargy,nasal discharge,swollen joints,loss of appetite,"lethargy, nasal discharge, swollen joints, loss of appetite",chlamydia in sheep,39.7,74
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,leicester longwool,6,male,95.0,swollen joints,loss of appetite,coughing,lethargy,"swollen joints, loss of appetite, coughing, lethargy",chlamydia in sheep,39.4,74
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,suffolk,4,male,85.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",contagious abortion,39.4,78
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,southdown,6,female,80.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",contagious ecthyma,39.3,74
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,dorset,3,male,75.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",foot and mouth disease,39.1,77
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,suffolk,5,female,90.0,coughing,lethargy,loss of appetite,fever,"coughing, lethargy, loss of appetite, fever",foot and mouth disease,39.2,72
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,cheviot,5,male,85.0,weight loss,reduced wool production,lethargy,loss of appetite,"weight loss, reduced wool production, lethargy, loss of appetite",foot-and-mouth disease,39.2,79
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,cheviot,3,female,75.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",foot-and-mouth disease,39.3,77
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,lincoln,8,male,95.0,lethargy,swollen joints,fever,loss of appetite,"lethargy, swollen joints, fever, loss of appetite",footrot,39.9,75
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,romney,5,female,90.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",maedi-visna,39.1,75
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,dorper,6,male,65.0,coughing,labored breathing,nasal discharge,appetite loss,"coughing, labored breathing, nasal discharge, appetite loss",pasteurellosis,39.9,80
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,merino,4,male,75.0,coughing,labored breathing,nasal discharge,fever,"coughing, labored breathing, nasal discharge, fever",pneumonia,40.0,78
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,suffolk,3,female,80.0,weight loss,lethargy,loss of appetite,reduced wool growth,"weight loss, lethargy, loss of appetite, reduced wool growth",scrapie,39.8,77
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,romney,6,female,78.0,weight loss,lethargy,loss of appetite,swollen joints,"weight loss, lethargy, loss of appetite, swollen joints",scrapie,39.7,76
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,finnsheep,4,male,70.0,coughing,lethargy,loss of appetite,swollen joints,"coughing, lethargy, loss of appetite, swollen joints",scrapie,39.0,75
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,karakul,5,male,80.0,swollen joints,coughing,loss of appetite,lethargy,"swollen joints, coughing, loss of appetite, lethargy",scrapie,39.4,75
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,rambouillet,5,female,90.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",scrapie,39.3,78
dolovir,antipyretic,cream,540.0,over-the-counter,novo nordisk a/s,sheep,suffolk,6,female,120.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",scrapie disease,39.5,80
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,persian,8,male,4.6,appetite loss,vomiting,eye discharge,lethargy,"appetite loss, vomiting, eye discharge, lethargy",conjunctivitis,39.0,140
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,russian blue,2,male,6.0,nasal discharge,loss of appetite,coughing,fever,"nasal discharge, loss of appetite, coughing, fever",feline asthma,39.0,145
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,persian,4,female,7.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline asthma,39.0,130
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,ragdoll,4,female,5.0,eye discharge,nasal discharge,coughing,lethargy,"eye discharge, nasal discharge, coughing, lethargy",feline calicivirus,38.6,148
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,siberian,2,male,5.5,coughing,sneezing,nasal discharge,eye discharge,"coughing, sneezing, nasal discharge, eye discharge",feline calicivirus,38.6,144
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,abyssinian,4,male,4.5,eye discharge,lethargy,nasal discharge,sneezing,"eye discharge, lethargy, nasal discharge, sneezing",feline calicivirus,38.8,140
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,siamese,6,male,4.2,coughing,sneezing,eye discharge,lethargy,"coughing, sneezing, eye discharge, lethargy",feline calicivirus,38.7,140
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,bengal,3,male,5.5,nasal discharge,coughing,sneezing,lethargy,"nasal discharge, coughing, sneezing, lethargy",feline calicivirus,38.9,140
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,burmese,4,male,4.3,nasal discharge,coughing,loss of appetite,lethargy,"nasal discharge, coughing, loss of appetite, lethargy",feline calicivirus,39.0,150
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,bengal,3,male,5.0,nasal discharge,coughing,loss of appetite,fever,"nasal discharge, coughing, loss of appetite, fever",feline calicivirus,39.0,140
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,persian,3,female,5.0,coughing,sneezing,nasal discharge,fever,"coughing, sneezing, nasal discharge, fever",feline calicivirus,39.1,110
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,scottish fold,4,male,4.8,coughing,loss of appetite,fever,lethargy,"coughing, loss of appetite, fever, lethargy",feline chlamydia,38.8,147
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,burmese,4,female,7.5,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline chlamydiosis,39.0,140
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,persian,6,female,4.2,nasal discharge,loss of appetite,lethargy,fever,"nasal discharge, loss of appetite, lethargy, fever",feline coronavirus,39.1,148
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,russian blue,2,female,4.5,coughing,nasal discharge,eye discharge,sneezing,"coughing, nasal discharge, eye discharge, sneezing",feline herpesvirus,38.8,150
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,siamese,2,female,4.0,sneezing,eye discharge,appetite loss,lethargy,"sneezing, eye discharge, appetite loss, lethargy",feline herpesvirus,39.0,135
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,manx,4,female,3.3,eye discharge,nasal discharge,sneezing,coughing,"eye discharge, nasal discharge, sneezing, coughing",feline herpesvirus,38.5,138
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,persian,5,male,5.0,eye discharge,nasal discharge,sneezing,lethargy,"eye discharge, nasal discharge, sneezing, lethargy",feline herpesvirus,38.9,148
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,bengal,3,female,6.0,nasal discharge,loss of appetite,coughing,fever,"nasal discharge, loss of appetite, coughing, fever",feline herpesvirus,39.1,145
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,maine coon,6,male,9.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline herpesvirus,39.4,140
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,bengal,4,male,7.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline immunodeficiency virus,39.1,135
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,maine coon,6,female,7.5,appetite loss,vomiting,diarrhea,skin lesions,"appetite loss, vomiting, diarrhea, skin lesions",feline infectious peritonitis,38.9,145
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,sphynx,4,male,5.2,vomiting,diarrhea,loss of appetite,lethargy,"vomiting, diarrhea, loss of appetite, lethargy",feline infectious peritonitis,39.1,148
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,maine coon,3,male,7.5,lethargy,vomiting,loss of appetite,diarrhea,"lethargy, vomiting, loss of appetite, diarrhea",feline infectious peritonitis,39.1,148
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,siamese,6,male,5.5,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",feline infectious peritonitis,39.0,149
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,scottish fold,5,female,4.7,nasal discharge,coughing,loss of appetite,fever,"nasal discharge, coughing, loss of appetite, fever",feline infectious peritonitis,38.9,150
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,persian,4,female,7.0,vomiting,loss of appetite,lethargy,fever,"vomiting, loss of appetite, lethargy, fever",feline infectious peritonitis,39.1,125
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,siamese,3,female,7.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline infectious peritonitis,39.0,140
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,ragdoll,6,male,6.0,appetite loss,weight loss,vomiting,lethargy,"appetite loss, weight loss, vomiting, lethargy",feline leukemia,39.0,160
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,maine coon,6,female,10.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline leukemia,39.1,145
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,siamese,4,female,4.2,nasal discharge,lethargy,loss of appetite,fever,"nasal discharge, lethargy, loss of appetite, fever",feline leukemia virus,38.8,145
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,russian blue,3,female,4.8,nasal discharge,coughing,loss of appetite,lethargy,"nasal discharge, coughing, loss of appetite, lethargy",feline leukemia virus,38.9,145
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,abyssinian,3,male,4.6,nasal discharge,coughing,loss of appetite,fever,"nasal discharge, coughing, loss of appetite, fever",feline leukemia virus,39.0,142
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,siberian,5,male,11.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline leukemia virus,39.2,140
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,maine coon,4,male,10.0,vomiting,loss of appetite,lethargy,fever,"vomiting, loss of appetite, lethargy, fever",feline leukemia virus,39.0,140
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,bengal,3,female,4.2,lethargy,vomiting,diarrhea,dehydration,"lethargy, vomiting, diarrhea, dehydration",feline panleukopenia,39.1,145
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,bengal,3,female,8.0,nasal discharge,loss of appetite,coughing,fever,"nasal discharge, loss of appetite, coughing, fever",feline panleukopenia,39.0,145
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,bengal,4,male,10.0,vomiting,loss of appetite,lethargy,fever,"vomiting, loss of appetite, lethargy, fever",feline panleukopenia,39.2,145
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,maine coon,5,male,8.0,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline panleukopenia virus,39.0,135
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,maine coon,9,male,6.5,lethargy,appetite loss,weight loss,dehydration,"lethargy, appetite loss, weight loss, dehydration",feline renal disease,39.0,140
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,maine coon,5,male,5.2,nasal discharge,eye discharge,sneezing,lethargy,"nasal discharge, eye discharge, sneezing, lethargy",feline respiratory disease complex,38.8,140
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,abyssinian,5,male,4.5,coughing,loss of appetite,nasal discharge,fever,"coughing, loss of appetite, nasal discharge, fever",feline respiratory disease complex,39.0,140
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,russian blue,5,female,4.7,eye discharge,nasal discharge,sneezing,lethargy,"eye discharge, nasal discharge, sneezing, lethargy",feline respiratory infection,38.6,145
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,scottish fold,4,male,4.3,nasal discharge,eye discharge,sneezing,lethargy,"nasal discharge, eye discharge, sneezing, lethargy",feline rhinotracheitis,38.7,143
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,sphynx,3,female,5.0,nasal discharge,loss of appetite,coughing,fever,"nasal discharge, loss of appetite, coughing, fever",feline rhinotracheitis,39.0,155
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,sphynx,4,female,3.2,eye discharge,nasal discharge,appetite loss,lethargy,"eye discharge, nasal discharge, appetite loss, lethargy",feline upper respiratory infection,39.3,150
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,british shorthair,3,male,5.5,appetite loss,coughing,nasal discharge,eye discharge,"appetite loss, coughing, nasal discharge, eye discharge",feline upper respiratory infection,38.7,145
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,persian,7,female,4.1,sneezing,nasal discharge,eye discharge,lethargy,"sneezing, nasal discharge, eye discharge, lethargy",feline upper respiratory infection,38.9,142
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,maine coon,5,male,8.5,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",feline upper respiratory infection,39.1,145
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,persian,8,female,5.0,coughing,nasal discharge,eye discharge,loss of appetite,"coughing, nasal discharge, eye discharge, loss of appetite",feline viral rhinotracheitis,38.9,147
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,burmese,8,female,4.5,eye discharge,nasal discharge,sneezing,lethargy,"eye discharge, nasal discharge, sneezing, lethargy",feline viral rhinotracheitis,38.6,139
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,persian,5,male,3.8,lethargy,appetite loss,skin lesions,,"lethargy, appetite loss, skin lesions",fungal infection,38.7,160
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,sphynx,5,female,3.0,vomiting,appetite loss,diarrhea,weight loss,"vomiting, appetite loss, diarrhea, weight loss",gastroenteritis,38.7,143
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,bombay,6,male,4.0,lethargy,vomiting,loss of appetite,weight loss,"lethargy, vomiting, loss of appetite, weight loss",hyperthyroidism,38.9,149
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,devon rex,6,male,4.2,vomiting,appetite loss,lethargy,weight loss,"vomiting, appetite loss, lethargy, weight loss",inflammatory bowel disease,38.9,146
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,maine coon,2,male,6.0,vomiting,appetite loss,lethargy,diarrhea,"vomiting, appetite loss, lethargy, diarrhea",intestinal parasites,39.1,140
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,abyssinian,5,female,4.5,vomiting,diarrhea,loss of appetite,dehydration,"vomiting, diarrhea, loss of appetite, dehydration",pancreatitis,38.5,142
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cat,american curl,5,male,3.7,vomiting,diarrhea,dehydration,weight loss,"vomiting, diarrhea, dehydration, weight loss",pancreatitis,38.8,148
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,siamese,3,female,5.0,lethargy,eye discharge,vomiting,fever,"lethargy, eye discharge, vomiting, fever",panleukopenia,39.0,130
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,bengal,1,male,4.2,vomiting,diarrhea,lethargy,appetite loss,"vomiting, diarrhea, lethargy, appetite loss",panleukopenia,38.8,140
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,bengal,3,male,5.5,lethargy,vomiting,diarrhea,dehydration,"lethargy, vomiting, diarrhea, dehydration",panleukopenia,39.3,140
ibuprocillin,analgesic,capsule,743.0,prescription,eli lilly and company,cat,ragdoll,3,male,5.0,skin lesions,appetite loss,lethargy,vomiting,"skin lesions, appetite loss, lethargy, vomiting",ringworm,38.6,155
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,siamese,2,female,4.5,coughing,sneezing,eye discharge,nasal discharge,"coughing, sneezing, eye discharge, nasal discharge",upper respiratory infection,38.9,150
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,british shorthair,5,female,4.8,lethargy,eye discharge,appetite loss,nasal discharge,"lethargy, eye discharge, appetite loss, nasal discharge",upper respiratory infection,39.0,150
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cat,british shorthair,7,female,4.4,nasal discharge,eye discharge,sneezing,lethargy,"nasal discharge, eye discharge, sneezing, lethargy",upper respiratory infection,38.6,142
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,guernsey,4,male,590.0,appetite loss,lethargy,diarrhea,dehydration,"appetite loss, lethargy, diarrhea, dehydration",bovine coccidiosis,39.3,84
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,guernsey,5,male,610.0,nasal discharge,coughing,labored breathing,fever,"nasal discharge, coughing, labored breathing, fever",bovine influenza,39.9,82
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cow,hereford,7,female,590.0,diarrhea,dehydration,lethargy,appetite loss,"diarrhea, dehydration, lethargy, appetite loss",bovine johne's disease,39.3,84
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,simmental,8,male,580.0,appetite loss,weight loss,fever,lethargy,"appetite loss, weight loss, fever, lethargy",bovine johne's disease,39.3,80
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,hereford,7,female,580.0,loss of appetite,fever,coughing,lethargy,"loss of appetite, fever, coughing, lethargy",bovine johne's disease,39.5,80
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,ayrshire,7,female,550.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine johne's disease,39.4,75
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,red angus,5,female,620.0,fever,diarrhea,lethargy,appetite loss,"fever, diarrhea, lethargy, appetite loss",bovine leukemia virus,39.8,83
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,holstein,3,male,700.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine mastitis,39.2,90
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,guernsey,5,female,450.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine parainfluenza,39.0,78
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,holstein,7,male,590.0,coughing,nasal discharge,labored breathing,lethargy,"coughing, nasal discharge, labored breathing, lethargy",bovine pneumonia,39.9,80
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,hereford,5,male,650.0,fever,lethargy,decreased milk yield,appetite loss,"fever, lethargy, decreased milk yield, appetite loss",bovine respiratory disease,39.7,80
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,angus,5,female,700.0,fever,decreased milk yield,lethargy,nasal discharge,"fever, decreased milk yield, lethargy, nasal discharge",bovine respiratory disease,39.8,80
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,angus,6,male,600.0,coughing,nasal discharge,labored breathing,fever,"coughing, nasal discharge, labored breathing, fever",bovine respiratory disease,39.9,82
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,angus,8,male,580.0,coughing,labored breathing,lethargy,nasal discharge,"coughing, labored breathing, lethargy, nasal discharge",bovine respiratory disease,40.0,83
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,brown swiss,9,male,600.0,labored breathing,nasal discharge,coughing,fever,"labored breathing, nasal discharge, coughing, fever",bovine respiratory disease,39.6,80
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,angus,6,male,550.0,coughing,nasal discharge,fever,weight loss,"coughing, nasal discharge, fever, weight loss",bovine respiratory disease,39.4,82
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,aberdeen angus,6,female,620.0,coughing,fever,loss of appetite,lethargy,"coughing, fever, loss of appetite, lethargy",bovine respiratory disease,39.2,80
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,holstein,4,male,700.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine respiratory disease,39.3,77
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,holstein,8,male,650.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine respiratory disease complex,39.5,80
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,jersey,6,female,600.0,fever,nasal discharge,decreased milk yield,lethargy,"fever, nasal discharge, decreased milk yield, lethargy",bovine respiratory syncytial virus,39.4,86
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,holstein,5,female,620.0,coughing,fever,loss of appetite,lethargy,"coughing, fever, loss of appetite, lethargy",bovine respiratory syncytial virus,39.3,82
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,simmental,4,male,650.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine respiratory syncytial virus,39.3,78
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,jersey,6,male,570.0,coughing,nasal discharge,labored breathing,fever,"coughing, nasal discharge, labored breathing, fever",bovine tuberculosis,39.4,81
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,holstein,7,female,650.0,coughing,nasal discharge,appetite loss,fever,"coughing, nasal discharge, appetite loss, fever",bovine tuberculosis,39.4,79
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,charolais,5,female,620.0,lethargy,coughing,nasal discharge,fever,"lethargy, coughing, nasal discharge, fever",bovine tuberculosis,39.6,81
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,guernsey,7,male,590.0,coughing,lethargy,loss of appetite,swollen legs,"coughing, lethargy, loss of appetite, swollen legs",bovine tuberculosis,39.1,78
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,jersey,5,male,560.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine tuberculosis,39.1,79
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,hereford,3,female,570.0,lethargy,diarrhea,appetite loss,dehydration,"lethargy, diarrhea, appetite loss, dehydration",bovine viral diarrhea,39.1,80
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,jersey,5,female,500.0,coughing,nasal discharge,lethargy,fever,"coughing, nasal discharge, lethargy, fever",bovine viral diarrhea,39.5,81
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,dexter,3,male,450.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",bovine viral diarrhea,39.3,79
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cow,brown swiss,3,female,580.0,diarrhea,dehydration,loss of appetite,lethargy,"diarrhea, dehydration, loss of appetite, lethargy",coccidiosis,39.3,85
ibuprocillin,antiseptic,inhaler,997.0,over-the-counter,sanofi s.a.,cow,limousin,2,male,550.0,diarrhea,lethargy,appetite loss,dehydration,"diarrhea, lethargy, appetite loss, dehydration",cryptosporidiosis,39.5,85
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,holstein,3,female,600.0,fever,nasal discharge,labored breathing,coughing,"fever, nasal discharge, labored breathing, coughing",foot and mouth disease,40.1,90
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,holstein,4,female,580.0,appetite loss,diarrhea,lethargy,decreased milk yield,"appetite loss, diarrhea, lethargy, decreased milk yield",johne's disease,39.4,82
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,simmental,8,female,630.0,loss of appetite,weight loss,lethargy,reduced milk production,"loss of appetite, weight loss, lethargy, reduced milk production",johne's disease,39.5,83
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,limousin,6,female,620.0,weight loss,reduced milk production,appetite loss,lethargy,"weight loss, reduced milk production, appetite loss, lethargy",johne's disease,39.4,85
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,jersey,6,female,550.0,coughing,loss of appetite,lethargy,fever,"coughing, loss of appetite, lethargy, fever",johne's disease,39.6,70
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,jersey,4,female,580.0,lethargy,decreased milk yield,fever,,"lethargy, decreased milk yield, fever",mastitis,39.6,70
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,angus,3,female,590.0,decreased milk yield,fever,appetite loss,lethargy,"decreased milk yield, fever, appetite loss, lethargy",mastitis,39.5,70
ibuprocillin,antipyretic,ointment,559.0,over-the-counter,novartis ag,cow,hereford,3,female,650.0,lethargy,fever,decreased milk yield,nasal discharge,"lethargy, fever, decreased milk yield, nasal discharge",mastitis,39.6,75
