Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,,Manufactured Date,Expiry Date
Dextromycin,Antidepressant,Syrup,792 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter,,2021-10-15,2024-05-23
Metoprofen,Antiseptic,Tablet,207 mg,Biogen Inc.,Diabetes,Prescription,,2025-02-22,2026-03-10
Metovir,Antidepressant,Injection,783 mg,GlaxoSmithKline plc,Virus,Over-the-Counter,,2024-12-03,2025-12-14
Amoxivir,Antidepressant,Inhaler,270 mg,"Merck & Co., Inc.",Pain,Over-the-Counter,,2020-12-07,2023-05-05
Cefphen,Analgesic,Cream,910 mg,Roche Holding AG,Fungus,Prescription,,2022-06-20,2025-01-24
Metovir,Analgesic,Drops,407 mg,AstraZeneca plc,Pain,Prescription,,2020-08-20,2021-11-10
Dextrovir,Antiseptic,Injection,47 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription,,2024-06-25,2027-04-14
Ibupromycin,Antiviral,Syrup,283 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter,,2020-06-08,2022-06-25
Cefcillin,Antidepressant,Cream,714 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter,,2020-09-17,2023-06-04
Amoxiphen,Antidepressant,Capsule,4 mg,Novo Nordisk A/S,Virus,Over-the-Counter,,2021-03-15,2022-06-06
Amoximet,Antifungal,Injection,74 mg,CSL Limited,Fungus,Over-the-Counter,,2020-04-29,2022-12-06
Cefphen,Antipyretic,Inhaler,987 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter,,2023-01-05,2025-05-31
Acetophen,Analgesic,Ointment,570 mg,Johnson & Johnson,Fever,Over-the-Counter,,2023-09-24,2026-04-10
Cefcillin,Antifungal,Inhaler,118 mg,Eli Lilly and Company,Wound,Over-the-Counter,,2024-04-30,2026-09-20
Dolovir,Antidepressant,Capsule,488 mg,"Merck & Co., Inc.",Fever,Prescription,,2021-09-05,2023-02-23
Ibuprophen,Antipyretic,Capsule,76 mg,Bayer AG,Fungus,Prescription,,2022-02-20,2024-06-24
Ibuprophen,Antipyretic,Tablet,742 mg,Roche Holding AG,Diabetes,Prescription,,2024-02-21,2025-11-12
Metomet,Antipyretic,Drops,221 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter,,2020-05-02,2022-08-03
Metostatin,Antidiabetic,Syrup,308 mg,Biogen Inc.,Wound,Over-the-Counter,,2024-04-21,2025-04-28
Dolocillin,Antibiotic,Syrup,146 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription,,2023-06-13,2024-11-03
Ibupromycin,Antidiabetic,Injection,209 mg,Bayer AG,Fungus,Over-the-Counter,,2021-11-21,2024-10-30
Dextronazole,Antidepressant,Tablet,540 mg,Bristol-Myers Squibb Company,Virus,Prescription,,2024-12-11,2026-04-24
Dextrophen,Analgesic,Capsule,842 mg,Johnson & Johnson,Fungus,Over-the-Counter,,2025-03-21,2027-12-17
Cefcillin,Antipyretic,Tablet,257 mg,Amgen Inc.,Fever,Prescription,,2022-11-08,2025-01-01
Metomet,Analgesic,Tablet,7 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter,,2023-01-28,2024-04-04
Dextroprofen,Antifungal,Ointment,969 mg,Novo Nordisk A/S,Pain,Prescription,,2022-10-18,2025-05-15
Acetomycin,Antibiotic,Injection,521 mg,Boehringer Ingelheim GmbH,Wound,Prescription,,2020-02-13,2021-10-23
Acetocillin,Antiviral,Tablet,302 mg,Johnson & Johnson,Wound,Prescription,,2021-04-14,2023-05-18
Ibupronazole,Antidiabetic,Capsule,381 mg,Boehringer Ingelheim GmbH,Depression,Prescription,,2020-12-07,2022-11-27
Dextromycin,Antidiabetic,Tablet,992 mg,Eli Lilly and Company,Fever,Over-the-Counter,,2022-09-05,2024-05-11
Dolostatin,Antiseptic,Tablet,776 mg,Novo Nordisk A/S,Fever,Over-the-Counter,,2020-03-02,2021-08-12
Cefmet,Antidepressant,Cream,167 mg,"Merck & Co., Inc.",Fungus,Prescription,,2022-05-22,2024-02-12
Dextromycin,Antiviral,Tablet,900 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter,,2020-11-02,2022-11-20
Metovir,Antiviral,Drops,584 mg,Amgen Inc.,Diabetes,Over-the-Counter,,2021-01-31,2023-02-19
Cefphen,Antibiotic,Capsule,744 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter,,2022-10-26,2024-07-16
Dolonazole,Antifungal,Cream,711 mg,Novo Nordisk A/S,Virus,Prescription,,2023-11-17,2026-05-06
Clarivir,Antifungal,Drops,611 mg,Amgen Inc.,Infection,Over-the-Counter,,2022-03-20,2024-11-24
Acetovir,Antidepressant,Inhaler,896 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter,,2020-11-13,2023-06-05
Ibuprocillin,Antibiotic,Capsule,270 mg,"Merck & Co., Inc.",Virus,Over-the-Counter,,2024-07-08,2025-07-31
Ibupronazole,Antibiotic,Inhaler,81 mg,Eli Lilly and Company,Pain,Prescription,,2025-07-14,2028-02-17
Clariprofen,Antidepressant,Injection,924 mg,Bayer AG,Wound,Over-the-Counter,,2021-02-19,2023-02-25
Cefvir,Antipyretic,Drops,227 mg,Amgen Inc.,Pain,Over-the-Counter,,2021-09-16,2024-05-12
Ibuprovir,Antidiabetic,Injection,266 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription,,2023-01-25,2024-05-30
Dextromycin,Antiviral,Inhaler,461 mg,Roche Holding AG,Fever,Over-the-Counter,,2020-09-09,2022-03-01
Cefcillin,Antibiotic,Syrup,601 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter,,2024-01-09,2025-01-25
Amoximycin,Antidiabetic,Ointment,876 mg,Johnson & Johnson,Pain,Prescription,,2021-12-01,2024-02-24
Cefmet,Antiviral,Drops,576 mg,Bayer AG,Diabetes,Over-the-Counter,,2023-12-17,2025-02-16
Amoxicillin,Antidepressant,Inhaler,468 mg,CSL Limited,Diabetes,Over-the-Counter,,2024-09-18,2027-06-02
Metostatin,Antifungal,Drops,425 mg,GlaxoSmithKline plc,Fungus,Prescription,,2022-09-15,2024-02-13
Dolophen,Antidiabetic,Drops,335 mg,"Gilead Sciences, Inc.",Wound,Prescription,,2023-04-01,2026-01-30
Acetomycin,Antibiotic,Syrup,410 mg,"Merck & Co., Inc.",Depression,Over-the-Counter,,2024-09-20,2027-01-06
Dolocillin,Antidiabetic,Tablet,984 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription,,2021-05-22,2023-10-10
Acetophen,Analgesic,Cream,21 mg,Johnson & Johnson,Diabetes,Over-the-Counter,,2020-07-29,2021-08-05
Claristatin,Antidepressant,Inhaler,279 mg,Novartis AG,Fungus,Over-the-Counter,,2020-07-06,2022-02-14
Cefprofen,Antidepressant,Drops,484 mg,Novo Nordisk A/S,Wound,Prescription,,2025-06-10,2026-12-26
Dextromycin,Antifungal,Capsule,550 mg,Sanofi S.A.,Pain,Over-the-Counter,,2021-07-28,2022-12-07
Ibuprocillin,Antidepressant,Injection,765 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter,,2023-05-17,2025-11-05
Ibupronazole,Antidepressant,Inhaler,203 mg,Biogen Inc.,Virus,Over-the-Counter,,2021-12-03,2023-12-19
Acetomet,Antipyretic,Ointment,497 mg,Novartis AG,Wound,Prescription,,2022-09-07,2024-03-15
Ibuproprofen,Antifungal,Syrup,210 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter,,2023-11-27,2025-07-14
Dextrovir,Antifungal,Cream,866 mg,Biogen Inc.,Pain,Prescription,,2020-09-16,2023-08-21
Cefprofen,Antibiotic,Syrup,909 mg,Johnson & Johnson,Pain,Over-the-Counter,,2022-09-13,2025-04-09
Ibuprophen,Analgesic,Inhaler,570 mg,CSL Limited,Diabetes,Prescription,,2023-10-04,2025-08-21
Dextrovir,Antiseptic,Capsule,280 mg,Pfizer Inc.,Pain,Over-the-Counter,,2025-06-03,2026-07-24
Ibupromet,Analgesic,Inhaler,880 mg,AbbVie Inc.,Virus,Over-the-Counter,,2024-07-05,2026-06-06
Amoximycin,Analgesic,Syrup,862 mg,AbbVie Inc.,Virus,Prescription,,2023-03-01,2025-10-15
Acetostatin,Analgesic,Capsule,122 mg,AbbVie Inc.,Diabetes,Prescription,,2022-06-22,2024-05-19
Claricillin,Antiviral,Inhaler,61 mg,AbbVie Inc.,Wound,Over-the-Counter,,2020-10-13,2022-12-21
Cefphen,Antidiabetic,Cream,831 mg,"Merck & Co., Inc.",Fever,Prescription,,2020-08-30,2023-07-13
Metomycin,Analgesic,Ointment,356 mg,Novartis AG,Pain,Over-the-Counter,,2021-06-14,2024-05-08
Ibuprocillin,Antibiotic,Ointment,590 mg,Bristol-Myers Squibb Company,Depression,Prescription,,2023-02-11,2025-05-29
Metonazole,Antibiotic,Drops,782 mg,Eli Lilly and Company,Fever,Over-the-Counter,,2024-04-24,2027-02-23
Dolomycin,Antiseptic,Drops,488 mg,Biogen Inc.,Wound,Prescription,,2023-10-27,2026-03-16
Clariprofen,Antifungal,Cream,397 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter,,2025-03-14,2028-03-02
Acetoprofen,Antibiotic,Cream,536 mg,Novartis AG,Fever,Prescription,,2023-02-19,2025-04-01
Amoxivir,Antifungal,Injection,49 mg,GlaxoSmithKline plc,Diabetes,Prescription,,2024-01-03,2026-01-15
Ibuproprofen,Antiviral,Syrup,663 mg,Pfizer Inc.,Fungus,Prescription,,2020-06-27,2023-06-17
Clariphen,Antidiabetic,Tablet,402 mg,Eli Lilly and Company,Wound,Prescription,,2021-01-18,2022-08-10
Metoprofen,Antiseptic,Drops,901 mg,Novo Nordisk A/S,Pain,Over-the-Counter,,2024-01-12,2026-01-03
Clarimycin,Antidepressant,Ointment,423 mg,Pfizer Inc.,Infection,Prescription,,2024-12-21,2026-08-26
Ibupronazole,Antidepressant,Cream,107 mg,Biogen Inc.,Diabetes,Over-the-Counter,,2021-01-18,2022-06-15
Dextrocillin,Analgesic,Capsule,421 mg,"Gilead Sciences, Inc.",Depression,Prescription,,2022-06-21,2025-04-20
Doloprofen,Antibiotic,Injection,86 mg,AbbVie Inc.,Diabetes,Prescription,,2024-09-02,2026-12-30
Metoprofen,Analgesic,Inhaler,127 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter,,2021-06-12,2024-02-14
Amoximet,Antifungal,Syrup,470 mg,Roche Holding AG,Virus,Over-the-Counter,,2021-04-04,2023-02-15
Dolonazole,Antidepressant,Ointment,798 mg,"Gilead Sciences, Inc.",Diabetes,Prescription,,2024-11-14,2027-04-08
Amoxicillin,Antiseptic,Syrup,336 mg,Boehringer Ingelheim GmbH,Wound,Prescription,,2020-03-07,2021-12-18
Claricillin,Antidiabetic,Cream,977 mg,Novo Nordisk A/S,Fever,Over-the-Counter,,2021-10-27,2023-11-18
Dolovir,Antifungal,Cream,738 mg,Johnson & Johnson,Fever,Over-the-Counter,,2022-12-09,2024-04-29
Dolostatin,Antifungal,Syrup,712 mg,Amgen Inc.,Fever,Prescription,,2020-05-09,2022-06-15
Acetomet,Antifungal,Injection,756 mg,Amgen Inc.,Infection,Over-the-Counter,,2024-10-13,2027-05-21
Acetomycin,Antibiotic,Tablet,987 mg,Biogen Inc.,Infection,Prescription,,2021-05-05,2022-10-18
Dextroprofen,Antipyretic,Injection,535 mg,CSL Limited,Fungus,Prescription,,2024-11-04,2027-07-07
Amoxiprofen,Antidiabetic,Tablet,384 mg,Novo Nordisk A/S,Fungus,Over-the-Counter,,2022-12-16,2025-07-01
Dolonazole,Antiseptic,Cream,294 mg,Novartis AG,Fever,Prescription,,2024-04-23,2026-05-07
Amoxivir,Antifungal,Syrup,765 mg,"Merck & Co., Inc.",Fungus,Prescription,,2024-03-14,2025-10-09
Clarinazole,Antibiotic,Injection,956 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter,,2022-01-20,2023-03-04
Amoxistatin,Antifungal,Cream,745 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter,,2024-10-31,2027-02-07
Ibuprocillin,Antidepressant,Injection,83 mg,Novo Nordisk A/S,Infection,Prescription,,2023-04-19,2025-09-28
Dextrovir,Antidiabetic,Syrup,124 mg,Johnson & Johnson,Fungus,Over-the-Counter,,2024-12-10,2026-11-05
Clarimycin,Antibiotic,Syrup,791 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter,,2022-02-04,2024-11-21
Clarinazole,Analgesic,Syrup,776 mg,Pfizer Inc.,Diabetes,Over-the-Counter,,2020-05-25,2022-03-28
Acetoprofen,Analgesic,Syrup,618 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter,,2021-04-22,2024-03-10
Metocillin,Antidiabetic,Capsule,155 mg,CSL Limited,Pain,Prescription,,2024-12-30,2026-03-10
Ibupromycin,Antipyretic,Drops,702 mg,"Merck & Co., Inc.",Depression,Prescription,,2020-09-08,2022-06-24
Amoximycin,Antidiabetic,Inhaler,853 mg,"Merck & Co., Inc.",Virus,Prescription,,2021-03-20,2022-10-26
Dextrophen,Antipyretic,Syrup,555 mg,AstraZeneca plc,Diabetes,Prescription,,2023-02-10,2025-12-10
Amoxiprofen,Analgesic,Cream,531 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter,,2023-03-24,2025-11-30
Clariphen,Antifungal,Drops,996 mg,Roche Holding AG,Fungus,Over-the-Counter,,2021-06-22,2023-11-14
Cefmycin,Antidiabetic,Cream,371 mg,Bayer AG,Infection,Prescription,,2021-04-25,2023-10-17
Clarivir,Antidepressant,Ointment,806 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter,,2022-09-23,2025-01-20
Acetomet,Antipyretic,Drops,767 mg,GlaxoSmithKline plc,Wound,Over-the-Counter,,2024-12-19,2026-06-12
Metomet,Antiseptic,Syrup,235 mg,Novartis AG,Virus,Prescription,,2023-09-19,2025-10-14
Ibuprocillin,Antifungal,Cream,638 mg,Novartis AG,Infection,Prescription,,2020-04-29,2022-11-29
Cefprofen,Antiseptic,Injection,855 mg,AstraZeneca plc,Diabetes,Over-the-Counter,,2021-02-20,2022-05-22
Acetophen,Antiseptic,Tablet,861 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter,,2020-06-11,2022-04-14
Ibuprocillin,Antipyretic,Tablet,10 mg,Bayer AG,Infection,Prescription,,2022-11-14,2025-06-22
Dolomet,Antidepressant,Ointment,266 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription,,2021-10-10,2023-09-12
Dolophen,Antibiotic,Inhaler,513 mg,Johnson & Johnson,Wound,Over-the-Counter,,2024-09-10,2027-04-29
Metomet,Antifungal,Inhaler,88 mg,Biogen Inc.,Pain,Over-the-Counter,,2024-06-24,2025-08-20
Clariphen,Antibiotic,Ointment,820 mg,Novartis AG,Virus,Prescription,,2020-06-25,2021-08-24
Metoprofen,Antidepressant,Inhaler,653 mg,Roche Holding AG,Virus,Over-the-Counter,,2020-02-21,2022-04-19
Dextrophen,Antifungal,Tablet,912 mg,AbbVie Inc.,Pain,Over-the-Counter,,2025-03-03,2027-10-31
Clarimet,Antipyretic,Inhaler,572 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription,,2023-01-22,2024-10-20
Amoxiphen,Antidiabetic,Drops,107 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter,,2020-03-09,2021-10-20
Amoxiphen,Antiviral,Ointment,444 mg,Roche Holding AG,Fungus,Over-the-Counter,,2022-05-12,2024-04-12
Cefstatin,Antidiabetic,Drops,613 mg,Novartis AG,Depression,Prescription,,2023-03-10,2025-08-17
Dextrocillin,Antifungal,Inhaler,271 mg,"Gilead Sciences, Inc.",Wound,Prescription,,2022-12-06,2025-11-28
Acetoprofen,Antiviral,Ointment,384 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter,,2020-05-04,2022-04-27
Ibuprocillin,Antiseptic,Injection,206 mg,Bayer AG,Fever,Over-the-Counter,,2022-12-31,2024-12-03
Dextromet,Analgesic,Ointment,184 mg,"Merck & Co., Inc.",Fever,Over-the-Counter,,2024-05-27,2026-04-29
Ibuprostatin,Antipyretic,Ointment,596 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter,,2025-04-21,2027-08-22
Amoxiprofen,Antidiabetic,Ointment,50 mg,GlaxoSmithKline plc,Pain,Prescription,,2023-09-21,2025-10-01
Cefphen,Antifungal,Syrup,92 mg,GlaxoSmithKline plc,Wound,Prescription,,2020-12-24,2023-11-11
Amoxiphen,Antiseptic,Ointment,131 mg,Bayer AG,Infection,Prescription,,2022-06-01,2024-02-24
Dextromycin,Antidiabetic,Syrup,58 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter,,2024-02-03,2026-10-25
Cefstatin,Antidiabetic,Ointment,88 mg,Novartis AG,Fever,Prescription,,2022-04-14,2023-09-14
Acetovir,Antipyretic,Ointment,977 mg,Bristol-Myers Squibb Company,Pain,Prescription,,2024-01-12,2025-01-18
Dolocillin,Antifungal,Injection,796 mg,Eli Lilly and Company,Pain,Over-the-Counter,,2022-08-23,2024-05-30
Ibupromet,Antidepressant,Inhaler,991 mg,CSL Limited,Wound,Prescription,,2021-05-04,2023-06-05
Amoxiphen,Antibiotic,Inhaler,226 mg,Novartis AG,Wound,Prescription,,2020-10-25,2022-06-27
Amoxicillin,Antidiabetic,Ointment,250 mg,CSL Limited,Pain,Prescription,,2022-05-08,2023-09-18
Metostatin,Antifungal,Tablet,215 mg,CSL Limited,Depression,Over-the-Counter,,2021-02-09,2023-11-26
Acetonazole,Antidiabetic,Cream,495 mg,Novartis AG,Depression,Over-the-Counter,,2021-03-18,2022-10-30
Cefmycin,Analgesic,Inhaler,972 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter,,2020-05-12,2021-06-14
Metophen,Antidiabetic,Syrup,303 mg,Pfizer Inc.,Virus,Prescription,,2022-05-04,2024-02-23
Dextrovir,Antiviral,Capsule,311 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription,,2025-04-28,2027-08-15
Cefvir,Antifungal,Tablet,603 mg,Eli Lilly and Company,Depression,Over-the-Counter,,2022-07-02,2023-11-18
Amoximet,Analgesic,Ointment,311 mg,CSL Limited,Diabetes,Over-the-Counter,,2022-04-09,2024-04-27
Cefprofen,Antidiabetic,Syrup,262 mg,Pfizer Inc.,Virus,Over-the-Counter,,2024-06-05,2026-03-16
Cefcillin,Antidepressant,Capsule,939 mg,Bayer AG,Fever,Prescription,,2020-02-18,2021-09-13
Cefphen,Antifungal,Syrup,559 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter,,2024-09-18,2025-12-08
Dolocillin,Antiseptic,Ointment,152 mg,AbbVie Inc.,Depression,Prescription,,2025-07-15,2027-09-20
Dolostatin,Antifungal,Syrup,11 mg,GlaxoSmithKline plc,Depression,Prescription,,2023-07-04,2025-08-06
Cefstatin,Antifungal,Injection,509 mg,Novartis AG,Wound,Over-the-Counter,,2022-01-11,2023-12-31
Dextromet,Analgesic,Drops,633 mg,Biogen Inc.,Pain,Prescription,,2022-11-15,2025-08-24
Metoprofen,Analgesic,Tablet,638 mg,"Merck & Co., Inc.",Fever,Prescription,,2022-09-04,2024-09-01
Claristatin,Antibiotic,Injection,256 mg,Roche Holding AG,Diabetes,Over-the-Counter,,2023-10-31,2025-08-20
Clarinazole,Antiseptic,Capsule,498 mg,CSL Limited,Fungus,Over-the-Counter,,2022-04-02,2024-05-27
Dextrophen,Analgesic,Drops,591 mg,Amgen Inc.,Virus,Over-the-Counter,,2023-10-19,2024-10-23
Ibupromycin,Antiviral,Inhaler,983 mg,Amgen Inc.,Infection,Prescription,,2021-04-12,2023-11-25
Clarimet,Antifungal,Syrup,879 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter,,2024-06-13,2027-01-19
Dextromet,Antifungal,Tablet,155 mg,Biogen Inc.,Pain,Over-the-Counter,,2021-07-30,2023-11-21
Metostatin,Antidepressant,Capsule,142 mg,AstraZeneca plc,Depression,Prescription,,2025-05-02,2027-09-28
Metonazole,Antidepressant,Inhaler,609 mg,Amgen Inc.,Fever,Over-the-Counter,,2021-12-13,2023-07-27
Claricillin,Antidiabetic,Cream,133 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter,,2021-04-17,2024-02-12
Amoxiphen,Antiviral,Capsule,902 mg,CSL Limited,Wound,Prescription,,2022-02-22,2023-11-29
Acetophen,Antiviral,Capsule,104 mg,GlaxoSmithKline plc,Infection,Prescription,,2022-01-26,2025-01-19
Acetovir,Antiseptic,Tablet,969 mg,Johnson & Johnson,Wound,Over-the-Counter,,2021-01-23,2023-12-29
Acetoprofen,Antifungal,Tablet,748 mg,Novartis AG,Depression,Over-the-Counter,,2024-03-08,2026-02-10
Ibuprovir,Antiviral,Drops,912 mg,AbbVie Inc.,Fever,Over-the-Counter,,2025-02-02,2027-03-15
Claristatin,Analgesic,Cream,783 mg,"Merck & Co., Inc.",Infection,Prescription,,2022-07-08,2025-02-01
Dolocillin,Antibiotic,Tablet,714 mg,CSL Limited,Infection,Over-the-Counter,,2024-11-27,2027-02-11
Acetostatin,Antipyretic,Drops,655 mg,AstraZeneca plc,Fungus,Over-the-Counter,,2023-07-07,2025-08-01
Dolonazole,Antipyretic,Inhaler,540 mg,GlaxoSmithKline plc,Wound,Over-the-Counter,,2021-02-17,2023-04-27
Cefprofen,Antidepressant,Ointment,451 mg,Johnson & Johnson,Depression,Over-the-Counter,,2023-07-03,2024-10-10
Ibuprophen,Antidiabetic,Cream,81 mg,Novartis AG,Infection,Over-the-Counter,,2021-02-27,2022-11-01
Clariprofen,Antidiabetic,Injection,351 mg,Pfizer Inc.,Fungus,Over-the-Counter,,2022-04-27,2024-02-18
Dextroprofen,Antidiabetic,Injection,179 mg,Novo Nordisk A/S,Diabetes,Prescription,,2020-05-19,2022-07-07
Clarivir,Antidiabetic,Inhaler,21 mg,Pfizer Inc.,Diabetes,Prescription,,2023-03-23,2024-07-04
Clariprofen,Antibiotic,Injection,756 mg,Boehringer Ingelheim GmbH,Pain,Prescription,,2021-09-29,2022-11-26
Acetomycin,Antifungal,Tablet,399 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter,,2023-05-08,2024-12-02
Metovir,Antifungal,Syrup,215 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter,,2020-07-10,2021-10-12
Metostatin,Antidiabetic,Drops,942 mg,AstraZeneca plc,Fungus,Over-the-Counter,,2020-08-15,2023-04-08
Acetoprofen,Antidiabetic,Capsule,901 mg,Sanofi S.A.,Wound,Prescription,,2020-04-12,2022-03-21
Dextrovir,Antipyretic,Tablet,7 mg,Bayer AG,Fever,Over-the-Counter,,2023-03-20,2024-05-08
Cefnazole,Antifungal,Inhaler,523 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription,,2024-04-10,2026-08-23
Amoxicillin,Antibiotic,Tablet,3 mg,"Gilead Sciences, Inc.",Pain,Prescription,,2023-01-09,2025-12-23
Dextromet,Antidepressant,Tablet,525 mg,Biogen Inc.,Wound,Prescription,,2021-01-29,2023-08-15
Acetostatin,Antiviral,Capsule,113 mg,Roche Holding AG,Depression,Over-the-Counter,,2020-11-01,2023-10-06
Acetostatin,Antiviral,Syrup,204 mg,Bristol-Myers Squibb Company,Pain,Prescription,,2023-10-27,2025-03-14
Metostatin,Analgesic,Inhaler,4 mg,GlaxoSmithKline plc,Depression,Prescription,,2023-07-19,2024-10-27
Cefcillin,Antifungal,Tablet,978 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription,,2021-08-02,2022-11-29
Amoxiphen,Antibiotic,Ointment,797 mg,AbbVie Inc.,Diabetes,Prescription,,2025-02-04,2026-12-08
Ibupromet,Antiseptic,Ointment,136 mg,Sanofi S.A.,Diabetes,Prescription,,2024-04-06,2026-07-22
Clarinazole,Antidepressant,Injection,739 mg,Bristol-Myers Squibb Company,Infection,Prescription,,2021-12-12,2024-03-02
Dextrovir,Antifungal,Cream,892 mg,Pfizer Inc.,Fungus,Over-the-Counter,,2024-06-12,2025-08-26
Metovir,Antiseptic,Cream,570 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter,,2020-04-08,2023-01-10
Cefprofen,Antiviral,Cream,838 mg,Eli Lilly and Company,Depression,Prescription,,2023-09-09,2025-02-06
Clarivir,Antidiabetic,Injection,589 mg,CSL Limited,Virus,Prescription,,2024-01-02,2026-12-31
Acetomet,Antifungal,Ointment,307 mg,AstraZeneca plc,Pain,Prescription,,2020-08-17,2023-03-30
Cefcillin,Antifungal,Capsule,273 mg,Bristol-Myers Squibb Company,Fever,Prescription,,2024-04-20,2026-08-23
Ibuproprofen,Antipyretic,Capsule,35 mg,CSL Limited,Diabetes,Over-the-Counter,,2023-08-15,2025-09-22
Amoxistatin,Antiviral,Injection,131 mg,Johnson & Johnson,Wound,Prescription,,2024-08-25,2026-05-03
Ibupromycin,Antidepressant,Syrup,766 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter,,2021-07-13,2024-07-06
Clarimycin,Antifungal,Drops,94 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter,,2020-03-22,2022-03-31
Acetonazole,Antiviral,Drops,979 mg,Amgen Inc.,Diabetes,Over-the-Counter,,2025-07-12,2027-06-17
Dolomet,Antibiotic,Drops,217 mg,Eli Lilly and Company,Diabetes,Prescription,,2024-06-19,2025-10-15
Metocillin,Antidiabetic,Ointment,744 mg,Amgen Inc.,Virus,Over-the-Counter,,2022-10-04,2024-03-04
Dextrovir,Antibiotic,Capsule,655 mg,Amgen Inc.,Virus,Prescription,,2022-04-15,2024-09-19
Amoximet,Antiseptic,Ointment,575 mg,Eli Lilly and Company,Fungus,Over-the-Counter,,2022-04-29,2024-12-31
Dolocillin,Antifungal,Drops,130 mg,Sanofi S.A.,Infection,Prescription,,2025-02-28,2028-02-19
Cefnazole,Antibiotic,Injection,194 mg,Sanofi S.A.,Pain,Over-the-Counter,,2020-12-26,2022-03-09
Dextroprofen,Antifungal,Injection,308 mg,Novo Nordisk A/S,Fever,Prescription,,2021-06-05,2024-05-14
Amoxiprofen,Antiseptic,Syrup,392 mg,AbbVie Inc.,Wound,Prescription,,2022-06-28,2025-05-24
Ibuprostatin,Antibiotic,Capsule,883 mg,CSL Limited,Depression,Prescription,,2025-01-04,2026-06-09
Amoxicillin,Antidepressant,Drops,355 mg,Biogen Inc.,Infection,Prescription,,2023-08-23,2025-03-30
Metomet,Antidepressant,Cream,29 mg,Eli Lilly and Company,Wound,Over-the-Counter,,2025-02-17,2026-08-09
Claricillin,Antiseptic,Cream,984 mg,CSL Limited,Virus,Over-the-Counter,,2022-02-16,2023-10-11
Acetocillin,Antifungal,Capsule,172 mg,Bayer AG,Virus,Prescription,,2024-07-02,2026-12-04
Acetonazole,Antiseptic,Tablet,490 mg,Bayer AG,Fever,Prescription,,2022-10-17,2025-04-12
Acetophen,Antidiabetic,Injection,498 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter,,2022-11-05,2025-03-14
Cefmet,Antiseptic,Tablet,958 mg,Boehringer Ingelheim GmbH,Depression,Prescription,,2023-10-25,2025-03-13
Acetostatin,Antipyretic,Injection,963 mg,Pfizer Inc.,Fever,Prescription,,2023-06-10,2024-12-06
Clariprofen,Antifungal,Capsule,593 mg,Sanofi S.A.,Fever,Over-the-Counter,,2021-01-19,2022-04-26
Dextromet,Antipyretic,Ointment,414 mg,AbbVie Inc.,Pain,Prescription,,2025-02-01,2026-12-07
