Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,Unnamed: 7,Manufactured Date,Expiry Date,Strength_mg
dextroprofen,antipyretic,cream,187 mg,csl limited,fungus,over-the-counter,,2024-09-04,2026-02-04,187.0
ibuprostatin,antiseptic,tablet,909 mg,pfizer inc.,infection,over-the-counter,,2022-03-28,2024-05-19,909.0
ibuproprofen,antiseptic,inhaler,965 mg,takeda pharmaceutical company limited,infection,prescription,,2024-10-27,2026-09-16,965.0
dolocillin,antipyretic,injection,660 mg,roche holding ag,infection,over-the-counter,,2025-02-02,2027-05-08,660.0
amoxicillin,antiseptic,tablet,785 mg,csl limited,fever,prescription,,2024-11-26,2026-04-13,785.0
acetomet,antidepressant,syrup,404 mg,takeda pharmaceutical company limited,pain,over-the-counter,,2021-02-01,2022-06-01,404.0
amoxiphen,antiviral,injection,14 mg,bristol-myers squibb company,wound,over-the-counter,,2024-07-29,2026-04-14,14.0
cefnazole,antidepressant,tablet,91 mg,boehringer ingelheim gmbh,fungus,over-the-counter,,2023-05-26,2024-10-16,91.0
amoxinazole,analgesic,cream,685 mg,bristol-myers squibb company,infection,prescription,,2021-10-12,2024-02-26,685.0
ibupromet,antidepressant,injection,855 mg,boehringer ingelheim gmbh,virus,prescription,,2023-03-31,2026-01-29,855.0
dolomet,antiviral,syrup,312 mg,astrazeneca plc,infection,over-the-counter,,2020-04-06,2022-09-05,312.0
ibupromycin,antiviral,syrup,666 mg,boehringer ingelheim gmbh,depression,over-the-counter,,2023-09-20,2025-01-12,666.0
acetophen,antiseptic,capsule,20 mg,bayer ag,depression,prescription,,2021-12-30,2024-07-02,20.0
amoxiprofen,analgesic,ointment,221 mg,biogen inc.,diabetes,prescription,,2021-10-09,2023-01-23,221.0
clariphen,antiseptic,injection,573 mg,novo nordisk a/s,virus,prescription,,2022-03-27,2024-12-15,573.0
dolonazole,analgesic,drops,203 mg,bristol-myers squibb company,depression,over-the-counter,,2025-05-20,2026-06-30,203.0
cefcillin,antidiabetic,syrup,234 mg,csl limited,infection,over-the-counter,,2020-06-02,2022-11-22,234.0
dextrovir,antibiotic,inhaler,664 mg,teva pharmaceutical industries ltd.,fungus,over-the-counter,,2021-10-22,2023-05-26,664.0
metoprofen,antidepressant,ointment,717 mg,bristol-myers squibb company,virus,over-the-counter,,2021-01-17,2023-09-26,717.0
clariprofen,analgesic,ointment,923 mg,takeda pharmaceutical company limited,infection,over-the-counter,,2024-12-25,2026-03-17,923.0
cefmet,antibiotic,tablet,419 mg,novo nordisk a/s,depression,over-the-counter,,2024-05-07,2026-03-23,419.0
acetophen,analgesic,capsule,906 mg,roche holding ag,wound,prescription,,2025-06-23,2027-03-19,906.0
cefvir,antiviral,syrup,380 mg,csl limited,virus,over-the-counter,,2023-06-28,2024-10-12,380.0
clariprofen,antidiabetic,inhaler,419 mg,novartis ag,fungus,prescription,,2021-01-22,2022-02-05,419.0
clarinazole,antidiabetic,inhaler,707 mg,"gilead sciences, inc.",infection,prescription,,2022-03-16,2025-01-05,707.0
amoxistatin,antidiabetic,injection,53 mg,boehringer ingelheim gmbh,diabetes,over-the-counter,,2022-04-27,2025-03-28,53.0
ibupromet,antipyretic,injection,521 mg,johnson & johnson,pain,prescription,,2020-06-15,2023-04-26,521.0
ibuprocillin,antidepressant,inhaler,407 mg,eli lilly and company,wound,over-the-counter,,2024-07-09,2025-12-16,407.0
metomet,antiviral,capsule,901 mg,glaxosmithkline plc,wound,prescription,,2023-07-24,2025-10-14,901.0
acetostatin,antiseptic,tablet,968 mg,takeda pharmaceutical company limited,fever,over-the-counter,,2022-06-01,2023-08-22,968.0
clarimet,antiseptic,syrup,649 mg,pfizer inc.,infection,over-the-counter,,2023-05-08,2026-01-10,649.0
amoximycin,antifungal,injection,836 mg,pfizer inc.,depression,prescription,,2022-03-05,2024-03-18,836.0
claristatin,antidiabetic,cream,335 mg,astrazeneca plc,virus,over-the-counter,,2023-05-10,2024-08-31,335.0
dextrocillin,antibiotic,cream,225 mg,amgen inc.,diabetes,over-the-counter,,2023-12-03,2025-07-31,225.0
acetovir,analgesic,tablet,392 mg,sanofi s.a.,diabetes,over-the-counter,,2021-01-08,2022-03-07,392.0
dolocillin,antifungal,drops,279 mg,novartis ag,fever,over-the-counter,,2023-10-21,2025-01-26,279.0
doloprofen,antiviral,cream,36 mg,teva pharmaceutical industries ltd.,wound,over-the-counter,,2023-09-13,2025-11-27,36.0
doloprofen,antibiotic,injection,313 mg,boehringer ingelheim gmbh,fever,over-the-counter,,2020-10-14,2022-11-05,313.0
dolostatin,antipyretic,syrup,379 mg,teva pharmaceutical industries ltd.,wound,over-the-counter,,2023-04-17,2024-06-29,379.0
metovir,antifungal,capsule,162 mg,bristol-myers squibb company,virus,prescription,,2024-04-12,2025-12-08,162.0
metoprofen,antidepressant,tablet,884 mg,"gilead sciences, inc.",wound,over-the-counter,,2024-12-16,2027-05-14,884.0
acetovir,analgesic,inhaler,76 mg,novo nordisk a/s,wound,over-the-counter,,2023-11-06,2025-11-14,76.0
dextrovir,antidepressant,cream,920 mg,bayer ag,depression,over-the-counter,,2024-08-20,2025-10-24,920.0
cefmet,antiseptic,syrup,146 mg,amgen inc.,virus,over-the-counter,,2025-07-19,2028-05-11,146.0
amoxiphen,antibiotic,tablet,364 mg,bristol-myers squibb company,pain,over-the-counter,,2022-10-30,2024-04-09,364.0
acetovir,antidepressant,capsule,320 mg,"merck & co., inc.",fungus,prescription,,2023-05-05,2025-01-05,320.0
ibupromycin,antibiotic,tablet,622 mg,takeda pharmaceutical company limited,virus,prescription,,2021-05-14,2023-02-22,622.0
amoxistatin,antifungal,capsule,285 mg,pfizer inc.,infection,prescription,,2022-10-04,2024-08-15,285.0
claristatin,antipyretic,capsule,949 mg,eli lilly and company,virus,over-the-counter,,2022-10-24,2024-04-30,949.0
dolomycin,antidepressant,ointment,257 mg,astrazeneca plc,depression,over-the-counter,,2024-12-13,2025-12-19,257.0
acetovir,antifungal,drops,366 mg,abbvie inc.,virus,prescription,,2020-12-31,2023-06-14,366.0
dolophen,antipyretic,ointment,168 mg,"merck & co., inc.",wound,over-the-counter,,2021-12-24,2023-11-14,168.0
acetonazole,antibiotic,drops,244 mg,amgen inc.,fungus,prescription,,2024-05-13,2025-08-09,244.0
dextrostatin,antibiotic,tablet,281 mg,johnson & johnson,infection,prescription,,2023-03-31,2026-03-19,281.0
claristatin,analgesic,drops,382 mg,abbvie inc.,fungus,prescription,,2020-01-15,2021-10-19,382.0
acetonazole,antibiotic,drops,922 mg,teva pharmaceutical industries ltd.,infection,prescription,,2022-05-05,2023-07-15,922.0
clarinazole,antidepressant,inhaler,746 mg,teva pharmaceutical industries ltd.,wound,over-the-counter,,2022-01-21,2024-05-18,746.0
dextromycin,antipyretic,tablet,37 mg,astrazeneca plc,fever,over-the-counter,,2022-12-26,2025-05-15,37.0
dolocillin,antidepressant,tablet,882 mg,novartis ag,fungus,over-the-counter,,2024-01-15,2025-08-18,882.0
clarivir,antifungal,injection,347 mg,"gilead sciences, inc.",wound,over-the-counter,,2022-04-27,2024-10-24,347.0
metophen,analgesic,tablet,67 mg,novo nordisk a/s,depression,prescription,,2020-11-05,2023-02-01,67.0
metonazole,antifungal,tablet,884 mg,johnson & johnson,diabetes,over-the-counter,,2020-08-03,2021-11-20,884.0
amoximycin,analgesic,inhaler,857 mg,amgen inc.,diabetes,over-the-counter,,2021-06-13,2022-11-26,857.0
dolomycin,antiseptic,inhaler,423 mg,bayer ag,fungus,over-the-counter,,2020-02-29,2022-07-10,423.0
clariprofen,antibiotic,syrup,820 mg,"merck & co., inc.",fever,prescription,,2021-08-23,2024-03-24,820.0
amoxinazole,antiseptic,tablet,205 mg,abbvie inc.,pain,over-the-counter,,2020-02-24,2022-04-25,205.0
ibupromycin,antidepressant,syrup,939 mg,"gilead sciences, inc.",wound,prescription,,2021-11-25,2023-12-13,939.0
ibuprocillin,antidepressant,inhaler,243 mg,"gilead sciences, inc.",fungus,prescription,,2023-12-12,2026-02-09,243.0
clariprofen,antiseptic,inhaler,607 mg,csl limited,virus,over-the-counter,,2025-07-06,2027-03-29,607.0
cefvir,analgesic,syrup,189 mg,takeda pharmaceutical company limited,fever,over-the-counter,,2024-02-29,2026-10-20,189.0
ibupromycin,antipyretic,tablet,290 mg,takeda pharmaceutical company limited,fever,prescription,,2022-01-08,2024-12-25,290.0
amoxinazole,antidepressant,tablet,919 mg,teva pharmaceutical industries ltd.,infection,prescription,,2021-09-06,2023-08-31,919.0
clarinazole,antifungal,ointment,123 mg,astrazeneca plc,wound,over-the-counter,,2022-09-30,2023-12-01,123.0
claristatin,antidepressant,cream,255 mg,abbvie inc.,depression,over-the-counter,,2021-06-06,2023-06-15,255.0
dolovir,analgesic,inhaler,858 mg,"gilead sciences, inc.",pain,over-the-counter,,2023-09-16,2026-01-05,858.0
ibuprocillin,antibiotic,tablet,560 mg,astrazeneca plc,virus,prescription,,2020-06-10,2022-03-23,560.0
ibupromet,antibiotic,ointment,849 mg,novartis ag,depression,over-the-counter,,2023-03-27,2025-06-22,849.0
ibuprostatin,antidepressant,capsule,539 mg,novartis ag,infection,prescription,,2023-06-26,2025-03-31,539.0
ibupromet,antidepressant,drops,860 mg,johnson & johnson,pain,prescription,,2021-09-11,2024-08-05,860.0
dextrocillin,antipyretic,cream,13 mg,takeda pharmaceutical company limited,pain,over-the-counter,,2022-07-14,2024-12-06,13.0
amoxiprofen,antidiabetic,capsule,611 mg,csl limited,fungus,over-the-counter,,2020-04-11,2023-02-25,611.0
claricillin,antipyretic,syrup,950 mg,takeda pharmaceutical company limited,fungus,over-the-counter,,2022-07-12,2024-10-22,950.0
ibuprocillin,antidiabetic,ointment,218 mg,takeda pharmaceutical company limited,virus,over-the-counter,,2021-07-19,2022-11-29,218.0
cefmet,antifungal,tablet,799 mg,pfizer inc.,infection,over-the-counter,,2021-04-22,2024-02-02,799.0
dolomycin,antipyretic,capsule,655 mg,bayer ag,depression,prescription,,2020-04-07,2021-05-10,655.0
ibuprovir,antiviral,ointment,371 mg,"gilead sciences, inc.",fungus,over-the-counter,,2023-09-16,2024-11-19,371.0
metonazole,antibiotic,ointment,582 mg,johnson & johnson,wound,over-the-counter,,2020-06-16,2021-12-04,582.0
amoxicillin,antiviral,tablet,672 mg,"merck & co., inc.",virus,over-the-counter,,2023-02-19,2025-08-04,672.0
acetoprofen,antidepressant,syrup,756 mg,novo nordisk a/s,fever,over-the-counter,,2024-06-05,2027-05-15,756.0
dolonazole,antiviral,ointment,739 mg,glaxosmithkline plc,depression,over-the-counter,,2023-08-13,2024-08-17,739.0
ibuprocillin,antibiotic,ointment,742 mg,"merck & co., inc.",diabetes,prescription,,2024-12-06,2027-09-10,742.0
amoxinazole,antifungal,capsule,318 mg,astrazeneca plc,fungus,prescription,,2024-03-05,2026-08-05,318.0
metoprofen,analgesic,inhaler,149 mg,glaxosmithkline plc,virus,over-the-counter,,2023-07-31,2026-03-09,149.0
dolocillin,antiseptic,cream,602 mg,bayer ag,fever,prescription,,2022-11-25,2025-04-26,602.0
cefmet,antidiabetic,inhaler,835 mg,boehringer ingelheim gmbh,infection,over-the-counter,,2024-01-12,2025-09-07,835.0
clarivir,antiseptic,injection,972 mg,bristol-myers squibb company,fever,prescription,,2023-11-14,2024-12-29,972.0
cefphen,analgesic,syrup,97 mg,csl limited,depression,over-the-counter,,2020-02-06,2021-07-09,97.0
amoxinazole,antibiotic,drops,72 mg,glaxosmithkline plc,diabetes,over-the-counter,,2022-11-06,2024-07-14,72.0
metostatin,antiviral,syrup,566 mg,johnson & johnson,diabetes,over-the-counter,,2025-03-14,2027-09-14,566.0
dextrocillin,analgesic,injection,759 mg,teva pharmaceutical industries ltd.,fever,prescription,,2021-07-31,2022-10-26,759.0
dextrovir,antifungal,ointment,414 mg,glaxosmithkline plc,pain,prescription,,2022-01-11,2023-10-07,414.0
acetovir,antiseptic,tablet,687 mg,bristol-myers squibb company,diabetes,prescription,,2023-09-24,2026-08-03,687.0
clariphen,antipyretic,capsule,533 mg,glaxosmithkline plc,depression,over-the-counter,,2022-11-08,2024-10-28,533.0
amoxinazole,antibiotic,inhaler,384 mg,roche holding ag,diabetes,over-the-counter,,2023-09-30,2026-09-15,384.0
cefmet,analgesic,drops,314 mg,biogen inc.,depression,over-the-counter,,2020-04-25,2022-12-28,314.0
amoximycin,antiseptic,syrup,969 mg,"merck & co., inc.",wound,prescription,,2022-03-16,2023-07-09,969.0
dextroprofen,antiviral,injection,14 mg,"gilead sciences, inc.",wound,over-the-counter,,2020-05-11,2021-06-29,14.0
dextrovir,analgesic,capsule,454 mg,johnson & johnson,wound,over-the-counter,,2022-12-18,2025-03-20,454.0
metovir,antipyretic,cream,461 mg,"merck & co., inc.",infection,over-the-counter,,2022-04-14,2023-05-15,461.0
ibuprostatin,antifungal,drops,248 mg,csl limited,virus,prescription,,2025-02-14,2026-09-10,248.0
acetostatin,antidiabetic,drops,74 mg,astrazeneca plc,virus,over-the-counter,,2024-10-13,2026-04-24,74.0
dextromycin,analgesic,tablet,685 mg,amgen inc.,pain,over-the-counter,,2020-10-02,2021-12-27,685.0
cefmet,antidepressant,injection,247 mg,"gilead sciences, inc.",diabetes,prescription,,2023-09-14,2025-05-31,247.0
doloprofen,antidepressant,injection,748 mg,boehringer ingelheim gmbh,diabetes,over-the-counter,,2022-02-24,2024-11-18,748.0
dolocillin,antiviral,ointment,109 mg,bayer ag,fever,prescription,,2025-05-27,2028-04-03,109.0
dextromet,analgesic,capsule,874 mg,glaxosmithkline plc,depression,prescription,,2021-09-27,2024-01-14,874.0
cefmet,antiviral,drops,747 mg,teva pharmaceutical industries ltd.,pain,prescription,,2024-09-11,2026-03-19,747.0
clarinazole,antiseptic,cream,776 mg,glaxosmithkline plc,diabetes,prescription,,2022-12-03,2024-08-16,776.0
acetomet,analgesic,capsule,677 mg,boehringer ingelheim gmbh,fungus,over-the-counter,,2023-01-23,2025-06-10,677.0
dextrocillin,antiseptic,syrup,630 mg,teva pharmaceutical industries ltd.,pain,over-the-counter,,2021-07-12,2023-11-27,630.0
dextronazole,antidiabetic,syrup,289 mg,johnson & johnson,diabetes,over-the-counter,,2020-11-24,2023-06-29,289.0
amoxiphen,antifungal,cream,331 mg,roche holding ag,infection,over-the-counter,,2021-09-07,2023-04-26,331.0
acetovir,antidiabetic,injection,421 mg,csl limited,depression,over-the-counter,,2022-06-07,2024-08-13,421.0
metophen,antiseptic,drops,32 mg,amgen inc.,diabetes,prescription,,2022-12-13,2025-01-21,32.0
claricillin,antidiabetic,inhaler,20 mg,"gilead sciences, inc.",pain,prescription,,2021-04-19,2023-08-26,20.0
cefmet,antibiotic,cream,868 mg,abbvie inc.,wound,over-the-counter,,2023-08-03,2026-03-09,868.0
dextrocillin,antiviral,cream,558 mg,bristol-myers squibb company,pain,over-the-counter,,2023-11-15,2025-07-09,558.0
metostatin,antipyretic,inhaler,226 mg,amgen inc.,infection,over-the-counter,,2023-06-02,2025-05-31,226.0
amoxistatin,antiseptic,injection,800 mg,"merck & co., inc.",fever,over-the-counter,,2020-08-03,2022-09-25,800.0
metomet,antipyretic,cream,728 mg,teva pharmaceutical industries ltd.,fever,prescription,,2024-11-18,2026-11-10,728.0
amoximycin,antiviral,cream,958 mg,"gilead sciences, inc.",fever,prescription,,2021-01-28,2022-02-20,958.0
cefstatin,antidiabetic,tablet,901 mg,abbvie inc.,depression,over-the-counter,,2024-04-27,2025-10-07,901.0
ibuproprofen,antidepressant,ointment,246 mg,biogen inc.,infection,over-the-counter,,2024-04-23,2025-11-18,246.0
dolomycin,antipyretic,ointment,839 mg,boehringer ingelheim gmbh,depression,over-the-counter,,2023-06-24,2026-03-03,839.0
dolonazole,antidiabetic,tablet,323 mg,"gilead sciences, inc.",fever,prescription,,2024-07-16,2026-03-03,323.0
cefnazole,antifungal,drops,178 mg,bristol-myers squibb company,wound,over-the-counter,,2023-10-26,2026-01-30,178.0
dextrostatin,antibiotic,capsule,579 mg,abbvie inc.,infection,over-the-counter,,2022-05-10,2024-03-16,579.0
clarinazole,antifungal,drops,196 mg,csl limited,wound,prescription,,2020-10-02,2023-05-25,196.0
ibupromycin,antiviral,ointment,127 mg,biogen inc.,wound,prescription,,2022-05-03,2024-11-07,127.0
ibuprovir,antifungal,injection,109 mg,"merck & co., inc.",pain,over-the-counter,,2021-04-03,2023-11-24,109.0
clariprofen,antifungal,syrup,917 mg,csl limited,infection,prescription,,2021-10-23,2024-06-14,917.0
metostatin,antidiabetic,capsule,389 mg,sanofi s.a.,fever,prescription,,2024-05-24,2026-09-08,389.0
dolocillin,analgesic,injection,948 mg,eli lilly and company,wound,over-the-counter,,2020-07-29,2023-03-15,948.0
amoximet,antiseptic,capsule,467 mg,bayer ag,infection,over-the-counter,,2020-10-18,2022-03-16,467.0
claristatin,analgesic,injection,493 mg,roche holding ag,infection,over-the-counter,,2020-07-18,2022-05-15,493.0
metostatin,antiviral,ointment,657 mg,sanofi s.a.,infection,prescription,,2025-01-08,2026-01-30,657.0
dolonazole,antifungal,syrup,721 mg,"gilead sciences, inc.",depression,over-the-counter,,2020-06-18,2023-02-03,721.0
acetomet,antiseptic,tablet,190 mg,"merck & co., inc.",pain,prescription,,2020-10-16,2023-03-10,190.0
metovir,antidepressant,inhaler,863 mg,bristol-myers squibb company,virus,over-the-counter,,2020-03-26,2022-02-28,863.0
ibuprostatin,analgesic,cream,762 mg,takeda pharmaceutical company limited,virus,over-the-counter,,2023-03-29,2026-01-03,762.0
dextrocillin,antiseptic,inhaler,834 mg,roche holding ag,wound,prescription,,2020-06-07,2022-07-06,834.0
dolonazole,antiseptic,drops,489 mg,csl limited,fever,prescription,,2021-12-18,2023-11-10,489.0
ibupronazole,antidepressant,syrup,377 mg,johnson & johnson,wound,over-the-counter,,2020-11-06,2022-10-29,377.0
dextromycin,antifungal,capsule,600 mg,glaxosmithkline plc,fever,over-the-counter,,2023-10-05,2025-11-02,600.0
cefstatin,analgesic,ointment,441 mg,sanofi s.a.,fungus,over-the-counter,,2023-11-20,2025-08-26,441.0
clariprofen,antidepressant,drops,166 mg,abbvie inc.,diabetes,prescription,,2021-10-10,2022-11-09,166.0
metoprofen,antibiotic,capsule,90 mg,abbvie inc.,pain,prescription,,2024-10-04,2026-06-16,90.0
dextromycin,analgesic,ointment,623 mg,"merck & co., inc.",depression,over-the-counter,,2021-06-16,2023-09-16,623.0
dolonazole,antipyretic,inhaler,772 mg,johnson & johnson,depression,prescription,,2024-09-12,2026-08-04,772.0
cefmet,antiviral,injection,900 mg,abbvie inc.,depression,over-the-counter,,2023-01-19,2025-05-16,900.0
cefphen,antibiotic,tablet,347 mg,roche holding ag,virus,over-the-counter,,2022-08-23,2024-02-11,347.0
dolophen,antifungal,capsule,526 mg,pfizer inc.,diabetes,over-the-counter,,2023-08-04,2025-02-04,526.0
acetomet,analgesic,cream,620 mg,bayer ag,virus,prescription,,2022-06-12,2025-01-07,620.0
clarinazole,analgesic,ointment,369 mg,bayer ag,fever,over-the-counter,,2023-07-10,2025-04-10,369.0
doloprofen,antiviral,capsule,348 mg,roche holding ag,fungus,prescription,,2022-02-03,2024-09-16,348.0
dextroprofen,antidepressant,drops,47 mg,abbvie inc.,fever,over-the-counter,,2023-06-07,2024-12-12,47.0
dolonazole,antipyretic,drops,17 mg,biogen inc.,depression,over-the-counter,,2024-03-30,2026-06-17,17.0
dextrostatin,antiviral,tablet,528 mg,novartis ag,infection,prescription,,2020-11-16,2023-07-24,528.0
metophen,antipyretic,injection,630 mg,teva pharmaceutical industries ltd.,fever,prescription,,2022-08-16,2024-08-17,630.0
cefcillin,antipyretic,inhaler,195 mg,takeda pharmaceutical company limited,infection,over-the-counter,,2020-03-30,2022-03-23,195.0
ibupromycin,analgesic,injection,752 mg,teva pharmaceutical industries ltd.,fungus,over-the-counter,,2023-05-06,2024-09-06,752.0
acetophen,analgesic,cream,779 mg,bayer ag,depression,over-the-counter,,2022-05-26,2025-02-24,779.0
cefmet,antifungal,tablet,659 mg,johnson & johnson,diabetes,prescription,,2020-05-25,2021-06-02,659.0
dextrovir,antibiotic,drops,7 mg,boehringer ingelheim gmbh,virus,over-the-counter,,2020-12-06,2022-03-20,7.0
dolophen,antidepressant,syrup,995 mg,sanofi s.a.,infection,prescription,,2025-06-22,2026-09-23,995.0
dextrostatin,antipyretic,injection,564 mg,pfizer inc.,virus,over-the-counter,,2021-10-27,2024-04-11,564.0
claristatin,antidiabetic,ointment,591 mg,novo nordisk a/s,virus,over-the-counter,,2022-11-04,2025-10-25,591.0
metonazole,antidiabetic,syrup,468 mg,"merck & co., inc.",pain,over-the-counter,,2022-11-13,2023-12-04,468.0
dextronazole,antifungal,cream,521 mg,novartis ag,wound,over-the-counter,,2024-12-03,2026-12-01,521.0
amoximet,antifungal,capsule,517 mg,eli lilly and company,diabetes,over-the-counter,,2024-06-18,2026-05-29,517.0
acetocillin,antipyretic,drops,8 mg,novartis ag,fungus,over-the-counter,,2020-12-06,2023-11-21,8.0
dextrovir,antiseptic,syrup,121 mg,glaxosmithkline plc,virus,prescription,,2021-09-10,2024-03-11,121.0
ibuprophen,analgesic,tablet,906 mg,amgen inc.,fever,over-the-counter,,2025-03-19,2026-11-28,906.0
clarinazole,antidiabetic,ointment,944 mg,biogen inc.,fever,prescription,,2020-09-30,2022-12-05,944.0
acetophen,analgesic,ointment,216 mg,eli lilly and company,infection,over-the-counter,,2024-01-19,2025-05-27,216.0
clariphen,antiviral,inhaler,601 mg,novo nordisk a/s,depression,prescription,,2020-05-04,2023-01-09,601.0
acetocillin,antifungal,cream,849 mg,"merck & co., inc.",depression,over-the-counter,,2024-09-22,2027-07-09,849.0
cefvir,antiseptic,cream,43 mg,astrazeneca plc,fungus,over-the-counter,,2022-11-14,2024-09-14,43.0
dextrovir,antifungal,capsule,726 mg,"gilead sciences, inc.",wound,over-the-counter,,2025-04-27,2027-05-12,726.0
dextromycin,analgesic,tablet,681 mg,eli lilly and company,pain,over-the-counter,,2023-08-03,2025-08-16,681.0
dolonazole,antidepressant,drops,149 mg,novartis ag,wound,prescription,,2023-03-24,2025-11-23,149.0
dextrovir,antidepressant,syrup,427 mg,"merck & co., inc.",pain,over-the-counter,,2021-11-26,2024-04-26,427.0
amoximycin,analgesic,injection,878 mg,bayer ag,virus,prescription,,2023-07-21,2026-06-20,878.0
amoximet,antipyretic,inhaler,998 mg,"gilead sciences, inc.",fungus,over-the-counter,,2020-09-12,2023-07-05,998.0
clarimet,antifungal,injection,722 mg,biogen inc.,diabetes,over-the-counter,,2023-06-04,2025-09-27,722.0
cefstatin,antipyretic,inhaler,913 mg,novartis ag,fever,prescription,,2025-02-26,2027-11-21,913.0
acetonazole,antipyretic,tablet,69 mg,pfizer inc.,fungus,over-the-counter,,2025-02-15,2026-05-02,69.0
dolovir,antidepressant,drops,229 mg,pfizer inc.,diabetes,prescription,,2024-11-21,2027-10-06,229.0
acetomet,antibiotic,injection,668 mg,biogen inc.,virus,over-the-counter,,2022-07-19,2024-02-13,668.0
acetovir,antibiotic,ointment,187 mg,astrazeneca plc,virus,over-the-counter,,2021-12-28,2023-11-04,187.0
dextroprofen,antiviral,ointment,400 mg,boehringer ingelheim gmbh,pain,prescription,,2025-05-26,2028-04-08,400.0
acetomycin,antidiabetic,drops,953 mg,takeda pharmaceutical company limited,infection,over-the-counter,,2025-04-01,2026-07-14,953.0
dolomet,analgesic,inhaler,130 mg,glaxosmithkline plc,pain,over-the-counter,,2025-04-24,2026-11-25,130.0
ibuprocillin,analgesic,inhaler,567 mg,novartis ag,wound,prescription,,2023-06-10,2026-03-11,567.0
ibupromycin,analgesic,injection,103 mg,glaxosmithkline plc,depression,over-the-counter,,2024-10-31,2026-06-16,103.0
dextrostatin,antidiabetic,cream,740 mg,amgen inc.,fever,prescription,,2025-03-18,2027-08-15,740.0
amoxiphen,antifungal,cream,100 mg,teva pharmaceutical industries ltd.,fever,prescription,,2023-06-28,2025-07-19,100.0
acetomet,antidepressant,tablet,553 mg,takeda pharmaceutical company limited,pain,over-the-counter,,2022-03-19,2024-02-15,553.0
metovir,antidiabetic,tablet,910 mg,boehringer ingelheim gmbh,virus,prescription,,2021-08-27,2024-08-10,910.0
acetophen,antipyretic,capsule,401 mg,eli lilly and company,fungus,prescription,,2021-05-11,2022-08-05,401.0
metomycin,antipyretic,capsule,436 mg,novo nordisk a/s,fever,over-the-counter,,2022-02-04,2024-06-11,436.0
clarimycin,antibiotic,inhaler,715 mg,"gilead sciences, inc.",fever,prescription,,2024-11-05,2027-02-07,715.0
ibuprostatin,antiviral,drops,126 mg,teva pharmaceutical industries ltd.,virus,prescription,,2024-08-14,2026-04-10,126.0
dolomet,analgesic,ointment,432 mg,amgen inc.,fungus,prescription,,2023-07-01,2025-05-09,432.0
doloprofen,analgesic,tablet,234 mg,teva pharmaceutical industries ltd.,infection,over-the-counter,,2020-01-02,2021-04-21,234.0
amoxicillin,antifungal,capsule,155 mg,glaxosmithkline plc,depression,over-the-counter,,2022-03-02,2024-09-05,155.0
claricillin,antipyretic,tablet,224 mg,novo nordisk a/s,infection,over-the-counter,,2021-06-14,2022-12-26,224.0
cefcillin,antifungal,cream,996 mg,"merck & co., inc.",wound,prescription,,2020-10-18,2023-01-09,996.0
acetostatin,antiviral,syrup,172 mg,eli lilly and company,depression,over-the-counter,,2025-02-04,2027-08-09,172.0
cefmet,analgesic,ointment,95 mg,takeda pharmaceutical company limited,depression,prescription,,2024-10-06,2026-06-16,95.0
amoximycin,antidepressant,injection,9 mg,roche holding ag,pain,over-the-counter,,2022-03-17,2023-05-29,9.0
ibuprocillin,antidiabetic,syrup,212 mg,takeda pharmaceutical company limited,fungus,prescription,,2024-07-28,2027-04-30,212.0
dextrostatin,antibiotic,drops,606 mg,"merck & co., inc.",virus,prescription,,2024-05-21,2027-05-17,606.0
cefstatin,antidiabetic,cream,671 mg,bayer ag,infection,prescription,,2022-03-11,2023-12-25,671.0
metocillin,antiseptic,inhaler,208 mg,bayer ag,pain,over-the-counter,,2022-08-11,2025-05-03,208.0
dextromet,analgesic,ointment,483 mg,novartis ag,virus,over-the-counter,,2025-05-03,2026-12-31,483.0
dextrovir,antipyretic,inhaler,826 mg,teva pharmaceutical industries ltd.,pain,prescription,,2022-11-08,2024-07-01,826.0
acetomycin,antipyretic,injection,465 mg,bristol-myers squibb company,fever,over-the-counter,,2022-04-07,2023-08-20,465.0
dextroprofen,antifungal,ointment,256 mg,novo nordisk a/s,diabetes,over-the-counter,,2021-12-02,2024-10-13,256.0
amoxicillin,antidiabetic,tablet,117 mg,abbvie inc.,wound,prescription,,2021-06-20,2023-11-19,117.0
claristatin,antiviral,drops,125 mg,pfizer inc.,depression,prescription,,2023-08-26,2025-11-30,125.0
acetostatin,antipyretic,inhaler,727 mg,pfizer inc.,fungus,over-the-counter,,2021-11-30,2024-02-05,727.0
cefprofen,antiviral,injection,44 mg,sanofi s.a.,pain,over-the-counter,,2025-05-01,2026-09-16,44.0
clarimycin,antiseptic,capsule,36 mg,roche holding ag,virus,over-the-counter,,2020-05-14,2021-10-18,36.0
acetovir,antidepressant,capsule,396 mg,"gilead sciences, inc.",pain,over-the-counter,,2023-12-25,2026-08-14,396.0
acetovir,antibiotic,ointment,431 mg,"gilead sciences, inc.",infection,over-the-counter,,2025-03-14,2027-08-25,431.0
dolocillin,antifungal,capsule,225 mg,abbvie inc.,wound,prescription,,2021-07-10,2023-12-12,225.0
claristatin,analgesic,tablet,595 mg,sanofi s.a.,infection,prescription,,2023-02-24,2025-09-30,595.0
acetomet,antifungal,injection,489 mg,amgen inc.,pain,over-the-counter,,2020-09-11,2023-05-29,489.0
